"Name"	"Blattner number"	"Location E coli B"
"rnpA"	"b3704"	"C"
"yidD"	"b4557"	"C"
"yidC"	"b3705"	"IM"
"trmE"	"b3706"	"C"
"tnaL"	"b3707"	"C"
"tnaA"	"b3708"	"C"
"tnaB"	"b3709"	"IM"
"yidY"	"b3710"	"IM"
"yidZ"	"b3711"	"C"
"yieE"	"b3712"	"C"
"yieF"	"b3713"	"C"
"yieG"	"b3714"	"IM"
"yieH"	"b3715"	"C"
"yieI"	"b3716"	"IM"
"yieJ"	"b3717"	"C"
"yieK"	"b3718"	"C"
"yieL"	"b3719"	"P"
"yieC"	"b3720"	"OM"
"bglB"	"b3721"	"C"
"bglF"	"b3722"	"IM"
"bglG"	"b3723"	"C"
"phoU"	"b3724"	"C"
"pstB"	"b3725"	"IM"
"pstA"	"b3726"	"IM"
"pstC"	"b3727"	"IM"
"pstS"	"b3728"	"P"
"glmS"	"b3729"	"C"
"glmU"	"b3730"	"C"
"atpC"	"b3731"	"C"
"atpD"	"b3732"	"C"
"atpG"	"b3733"	"C"
"atpA"	"b3734"	"C"
"atpH"	"b3735"	"C"
"atpF"	"b3736"	"IM"
"atpE"	"b3737"	"IM"
"atpB"	"b3738"	"IM"
"atpI"	"b3739"	"IM"
"gidA"	"b3741"	"C"
"mioC"	"b3742"	"C"
"asnC"	"b3743"	"C"
"asnA"	"b3744"	"C"
"yieM"	"b3745"	"C"
"yieN"	"b3746"	"C"
"kup"	"b3747"	"IM"
"insJ-5"		"C"
"insK-5"		"C"
"rbsD"	"b3748"	"C"
"rbsA"	"b3749"	"IM"
"rbsC"	"b3750"	"IM"
"rbsB"	"b3751"	"P"
"rbsK"	"b3752"	"C"
"rbsR"	"b3753"	"C"
"yieO"	"b3754"	"IM"
"yieP"	"b3755"	"C"
"hdfR"	"b4480"	"C"
"yifE"	"b3764"	"C"
"yifB"	"b3765"	"C"
"ilvL"	"b3766"	"IM"
"ilvG"	"b3767-b3768(b4488)"	"C"
"ilvM"	"b3769"	"C"
"ilvE"	"b3770"	"C"
"ilvD"	"b3771"	"C"
"ilvA"	"b3772"	"C"
"ilvY"	"b3773"	"C"
"ilvC"	"b3774"	"C"
"ppiC"	"b3775"	"C"
	"b3776"	"C"
"rep"	"b3778"	"C"
"gppA"	"b3779"	"C"
"rhlB"	"b3780"	"C"
"trxA"	"b3781"	"C"
"rhoL"	"b3782"	"C"
"rho"	"b3783"	"C"
"rfe"	"b3784"	"IM"
"wzzE"	"b3785"	"IM"
"wecB"	"b3786"	"C"
"wecC"	"b3787"	"C"
"rffG"	"b3788"	"C"
"rffH"	"b3789"	"C"
"wecD"	"b3790"	"C"
"wecE"	"b3791"	"C"
"wzxE"	"b3792"	"IM"
"rffT"	"b4481"	"C"
"wecF"	"b3793"	"IM"
"wecG"	"b3794"	"C"
"yifK"	"b3795"	"IM"
"aslB"	"b3800"	"C"
"aslA"	"b3801"	"P"
"hemY"	"b3802"	"IM"
"hemX"	"b3803"	"IM"
"hemD"	"b3804"	"C"
"hemC"	"b3805"	"C"
"cyaA"	"b3806"	"C"
"cyaY"	"b3807"	"C"
"yzcX"	"b3808"	"C"
"yifL"	"b4558"	"IM"
"dapF"	"b3809"	"C"
"yigA"	"b3810"	"C"
"xerC"	"b3811"	"C"
"yigB"	"b3812"	"C"
"uvrD"	"b3813"	"C"
		"P"
"yigE"	"b4482"	"P"
"corA"	"b3816"	"C"
		"C"
		"C"
		"IM"
"yigF"	"b3817"	"C"
"yigG"	"b3818"	"IM"
"rarD"	"b3819"	"IM"
"yigI"	"b3820"	"C"
"pldA"	"b3821"	"OM"
"recQ"	"b3822"	"C"
"rhtC"	"b3823"	"IM"
"rhtB"	"b3824"	"IM"
"pldB"	"b3825"	"IM"
"yigL"	"b3826"	"C"
"yigM"	"b3827"	"IM"
"metR"	"b3828"	"C"
"metE"	"b3829"	"C"
		"C"
		"IM"
		"C"
		"C"
		"C"
		"C"
		"C"
		"C"
"ysgA"	"b3830"	"C"
"udp"	"b3831"	"C"
		"IM"
		"IM"
		"P"
		"C"
		"C"
		"C"
"yigN"	"b3832"	"C"
"ubiE"	"b3833"	"C"
"yigP"	"b3834"	"C"
"ubiB"	"b3835"	"C"
"tatA"	"b3836"	"IM"
"tatB"	"b3838"	"IM"
"tatC"	"b3839"	"IM"
"tatD"	"b4483"	"C"
"rfaH"	"b3842"	"C"
"ubiD"	"b3843"	"C"
"fre"	"b3844"	"C"
"fadA"	"b3845"	"C"
"fadB"	"b3846"	"C"
"pepQ"	"b3847"	"C"
"yigZ"	"b3848"	"C"
"trkH"	"b3849"	"IM"
"hemG"	"b3850"	"C"
"mobB"	"b3856"	"C"
"mobA"	"b3857"	"C"
"yihD"	"b3858"	"C"
"yihE"	"b3859"	"C"
"dsbA"	"b3860"	"P"
"yihF"	"b3861"	"IM"
"yihG"	"b3862"	"IM"
"polA"	"b3863"	"C"
"yihA"	"b3865"	"C"
"yihI"	"b3866"	"C"
"hemN"	"b3867"	"C"
"glnG"	"b3868"	"C"
"glnL"	"b3869"	"IM"
"glnA"	"b3870"	"C"
"bipA"	"b3871"	"C"
"yihL"	"b3872"	"C"
"yihM"	"b3873"	"C"
"yihN"	"b3874"	"IM"
"yshA"	"b3875"	"OM"
"yihO"	"b3876"	"IM"
"yihP"	"b3877"	"IM"
"yihQ"	"b3878"	"C"
"yihR"	"b3879"	"C"
"yihS"	"b3880"	"C"
"yihT"	"b3881"	"C"
"yihU"	"b3882"	"C"
"yihV"	"b3883"	"C"
"yihW"	"b3884"	"C"
"yihX"	"b3885"	"C"
"rbn"	"b3886"	"IM"
"dtd"	"b3887"	"C"
"yiiE"	"b3889"	"C"
"yiiF"	"b3890"	"C"
"fdhE"	"b3891"	"C"
"fdoI"	"b3892"	"IM"
"fdoH"	"b3893"	"IM"
"fdoG"	"b3894"	"P"
"fdhD"	"b3895"	"C"
"yiiG"	"b3896"	"P"
"frvR"	"b3897"	"C"
"frvX"	"b3898"	"C"
"frvB"	"b3899"	"IM"
"frvA"	"b3900"	"C"
		"OM"
"yiiL"	"b3901"	"C"
"rhaD"	"b3902"	"C"
"rhaA"	"b3903"	"C"
"rhaB"	"b3904"	"C"
"rhaS"	"b3905"	"C"
"rhaR"	"b3906"	"C"
"rhaT"	"b3907"	"IM"
"sodA"	"b3908"	"C"
"kdgT"	"b3909"	"IM"
"yiiM"	"b3910"	"C"
"cpxA"	"b3911"	"IM"
"cpxR"	"b3912"	"C"
"cpxP"	"b4484"	"C"
"fieF"	"b3915"	"IM"
"pfkA"	"b3916"	"C"
"sbp"	"b3917"	"P"
"cdh"	"b3918"	"IM"
"tpiA"	"b3919"	"C"
"yiiQ"	"b3920"	"P"
"yiiR"	"b3921"	"IM"
"yiiS"	"b3922"	"C"
"yiiT"	"b3923"	"C"
"fpr"	"b3924"	"C"
"glpX"	"b3925"	"C"
"glpK"	"b3926"	"C"
"glpF"	"b3927"	"IM"
"yiiU"	"b3928"	"C"
"menG"	"b3929"	"C"
"menA"	"b3930"	"IM"
"hslU"	"b3931"	"C"
"hslV"	"b3932"	"C"
"ftsN"	"b3933"	"IM"
"cytR"	"b3934"	"C"
"priA"	"b3935"	"C"
"rpmE"	"b3936"	"C"
		"P"
"yiiX"	"b3937"	"P"
"metJ"	"b3938"	"C"
"metB"	"b3939"	"C"
"metL"	"b3940"	"C"
"metF"	"b3941"	"C"
"katG"	"b3942"	"C"
"yijE"	"b3943"	"IM"
"yijF"	"b3944"	"IM"
"gldA"	"b3945"	"C"
"talC"	"b3946"	"C"
"ptsA"	"b3947"	"C"
"frwC"	"b3949"	"IM"
"frwB"	"b3950"	"C"
"pflD"	"b3951"	"C"
"pflC"	"b3952"	"C"
"frwD"	"b3953"	"C"
"yijO"	"b3954"	"C"
"yijP"	"b3955"	"IM"
"ppc"	"b3956"	"C"
"argE"	"b3957"	"C"
"argC"	"b3958"	"C"
"argB"	"b3959"	"C"
"argH"	"b3960"	"C"
"oxyR"	"b3961"	"C"
"udhA"	"b3962"	"C"
"yijC"	"b3963"	"C"
"yijD"	"b3964"	"IM"
"trmA"	"b3965"	"C"
"btuB"	"b3966"	"OM"
"murI"	"b3967"	"C"
"murB"	"b3972"	"C"
"birA"	"b3973"	"C"
"coaA"	"b3974"	"C"
"tufB"	"b3980"	"C"
"secE"	"b3981"	"IM"
"nusG"	"b3982"	"C"
"rplK"	"b3983"	"C"
"rplA"	"b3984"	"C"
"rplJ"	"b3985"	"C"
"rplL"	"b3986"	"C"
"rpoB"	"b3987"	"C"
"rpoC"	"b3988"	"C"
"htrC"	"b3989"	"C"
"thiH"	"b3990"	"C"
"thiG"	"b3991"	"C"
"thiS"	"b4407"	"C"
"thiF"	"b3992"	"IM"
"thiE"	"b3993"	"C"
"thiC"	"b3994"	"C"
"rsd"	"b3995"	"C"
"nudC"	"b3996"	"C"
"hemE"	"b3997"	"C"
"nfi"	"b3998"	"C"
"yjaG"	"b3999"	"C"
"hupA"	"b4000"	"C"
"yjaH"	"b4001"	"IM"
"zraP"	"b4002"	"P"
"zraS"	"b4003"	"IM"
"zraR"	"b4004"	"C"
"purD"	"b4005"	"C"
"purH"	"b4006"	"C"
"yjaB"	"b4012"	"C"
"metA"	"b4013"	"C"
"aceB"	"b4014"	"C"
"aceA"	"b4015"	"C"
"aceK"	"b4016"	"C"
"iclR"	"b4018"	"C"
"metH"	"b4019"	"C"
"yjbB"	"b4020"	"IM"
"pepE"	"b4021"	"C"
"yjbC"	"b4022"	"C"
"yjbD"	"b4023"	"C"
"lysC"	"b4024"	"C"
"pgi"	"b4025"	"C"
"yjbE"	"b4026"	"P"
"yjbF"	"b4027"	"IM"
"yjbG"	"b4028"	"P"
"yjbH"	"b4029"	"OM"
"yjbA"	"b4030"	"IM"
"xylE"	"b4031"	"IM"
"malG"	"b4032"	"IM"
"malF"	"b4033"	"IM"
"malE"	"b4034"	"P"
"malK"	"b4035"	"IM"
"lamB"	"b4036"	"OM"
"malM"	"b4037"	"P"
"yjbI"	"b4038"	"C"
"ubiC"	"b4039"	"C"
"ubiA"	"b4040"	"IM"
"plsB"	"b4041"	"C"
"dgkA"	"b4042"	"IM"
"lexA"	"b4043"	"C"
"dinF"	"b4044"	"IM"
"yjbJ"	"b4045"	"C"
"zur"	"b4046"	"C"
"yjbL"	"b4047"	"C"
"yjbM"	"b4048"	"C"
"yjbN"	"b4049"	"C"
"yjbO"	"b4050"	"IM"
"qor"	"b4051"	"C"
"dnaB"	"b4052"	"C"
"alr"	"b4053"	"C"
"tyrB"	"b4054"	"C"
"aphA"	"b4055"	"P"
"yjbQ"	"b4056"	"C"
"yjbR"	"b4057"	"C"
"uvrA"	"b4058"	"C"
"ssb"	"b4059"	"C"
"yjcB"	"b4060"	"IM"
"soxS"	"b4062"	"C"
"soxR"	"b4063"	"C"
"yjcD"	"b4064"	"IM"
"yjcE"	"b4065"	"IM"
"yjcF"	"b4066"	"C"
"actP"	"b4067"	"IM"
"yjcH"	"b4068"	"IM"
"acs"	"b4069"	"C"
"nrfA"	"b4070"	"P"
"nrfB"	"b4071"	"P"
"nrfC"	"b4072"	"IM"
"nrfD"	"b4073"	"IM"
"nrfE"	"b4074"	"IM"
"nrfF"	"b4075"	"P"
"nrfG"	"b4076"	"IM"
"gltP"	"b4077"	"IM"
"yjcO"	"b4078"	"P"
"fdhF"	"b4079"	"P"
"yjcP"	"b4080"	"OM"
"yjcQ"	"b4081"	"IM"
"yjcR"	"b4082"	"IM"
"yjcS"	"b4083"	"P"
"alsK"	"b4084"	"C"
"alsE"	"b4085"	"C"
"alsC"	"b4086"	"IM"
"alsA"	"b4087"	"IM"
"alsB"	"b4088"	"P"
"rpiR"	"b4089"	"C"
"rpiB"	"b4090"	"C"
"yjdP"	"b4487"	"P"
"phnP"	"b4092"	"C"
"phnO"	"b4093"	"C"
"phnN"	"b4094"	"C"
"phnM"	"b4095"	"C"
"phnL"	"b4096"	"IM"
"phnK"	"b4097"	"C"
"phnJ"	"b4098"	"C"
"phnI"	"b4099"	"C"
"phnH"	"b4100"	"C"
"phnG"	"b4101"	"C"
"phnF"	"b4102"	"C"
"phnE"	"b4103-b4104"	"IM"
"phnD"	"b4105"	"P"
"phnC"	"b4106"	"IM"
"phnB"	"b4107"	"C"
"phnA"	"b4108"	"C"
"yjdA"	"b4109"	"C"
"yjcZ"	"b4110"	"C"
"proP"	"b4111"	"IM"
"basS"	"b4112"	"IM"
"basR"	"b4113"	"C"
"yjdB"	"b4114"	"IM"
"yjdE"	"b4115"	"IM"
"adiY"	"b4116"	"C"
"adiA"	"b4117"	"C"
"melR"	"b4118"	"C"
"melA"	"b4119"	"C"
"melB"	"b4120"	"IM"
"yjdF"	"b4121"	"IM"
"fumB"	"b4122"	"C"
"dcuB"	"b4123"	"IM"
"dcuR"	"b4124"	"C"
"yjdI"	"b4126"	"C"
"yjdJ"	"b4127"	"C"
"yjdK"	"b4128"	"C"
"lysU"	"b4129"	"C"
"yjdL"	"b4130"	"IM"
"cadA"	"b4131"	"C"
"cadB"	"b4132"	"IM"
"cadC"	"b4133"	"C"
"yjdC"	"b4135"	"C"
"dsbD"	"b4136"	"IM"
"cutA"	"b4137"	"C"
"dcuA"	"b4138"	"IM"
"aspA"	"b4139"	"C"
"fxsA"	"b4140"	"IM"
"yjeH"	"b4141"	"IM"
"groES"	"b4142"	"C"
"groEL"	"b4143"	"C"
"yjeI"	"b4144"	"P"
"yjeJ"	"b4145"	"C"
"yjeK"	"b4146"	"C"
"efp"	"b4147"	"C"
"ecnA"	"b4410"	"IM"
"ecnB"	"b4411"	"P"
"sugE"	"b4148"	"IM"
"blc"	"b4149"	"OM"
"ampC"	"b4150"	"P"
"frdD"	"b4151"	"IM"
"frdC"	"b4152"	"IM"
"frdB"	"b4153"	"IM"
"frdA"	"b4154"	"IM"
"yjeA"	"b4155"	"C"
"yjeM"	"b4156"	"IM"
"yjeP"	"b4159"	"IM"
"psd"	"b4160"	"C"
"yjeQ"	"b4161"	"C"
"orn"	"b4162"	"C"
"yjeS"	"b4166"	"C"
"yjeF"	"b4167"	"C"
"yjeE"	"b4168"	"C"
"amiB"	"b4169"	"E"
"mutL"	"b4170"	"C"
"miaA"	"b4171"	"C"
"hfq"	"b4172"	"C"
"hflX"	"b4173"	"C"
"hflK"	"b4174"	"C"
"hflC"	"b4175"	"IM"
"yjeT"	"b4176"	"IM"
"purA"	"b4177"	"C"
"yjeB"	"b4178"	"C"
"rnr"	"b4179"	"C"
"yjfH"	"b4180"	"C"
"yjfI"	"b4181"	"C"
"yjfJ"	"b4182"	"C"
"yjfK"	"b4183"	"C"
"yjfL"	"b4184"	"IM"
"yjfM"	"b4185"	"IM"
"yjfC"	"b4186"	"C"
"aidB"	"b4187"	"C"
"yjfN"	"b4188"	"P"
"yjfO"	"b4189"	"IM"
"yjfP"	"b4190"	"C"
"yjfQ"	"b4191"	"C"
"yjfR"	"b4192"	"C"
"ulaA"	"b4193"	"IM"
"sgaB"	"b4194"	"C"
"ptxA"	"b4195"	"C"
"sgaH"	"b4196"	"C"
"sgaU"	"b4197"	"C"
"sgaE"	"b4198"	"C"
"yjfY"	"b4199"	"P"
"rpsF"	"b4200"	"C"
"priB"	"b4201"	"C"
"rpsR"	"b4202"	"C"
"rplI"	"b4203"	"C"
		"IM"
		"C"
		"C"
		"C"
		"C"
		"C"
"ytfA"	"b4205"	"C"
"ytfB"	"b4206"	"E"
"fklB"	"b4207"	"C"
"cycA"	"b4208"	"IM"
"ytfE"	"b4209"	"C"
"ytfF"	"b4210"	"IM"
"ytfG"	"b4211"	"C"
"ytfH"	"b4212"	"C"
"cpdB"	"b4213"	"P"
"cysQ"	"b4214"	"C"
"ytfJ"	"b4216"	"E"
"ytfK"	"b4217"	"C"
"ytfL"	"b4218"	"IM"
"msrA"	"b4219"	"C"
"ytfM"	"b4220"	"OM"
"ytfN"	"b4221"	"IM"
"ppa"	"b4226"	"C"
"ytfQ"	"b4227"	"P"
"ytfR"	"b4485"	"IM"
"ytfT"	"b4230"	"IM"
"yjfF"	"b4231"	"IM"
"fbp"	"b4232"	"C"
"mpl"	"b4233"	"C"
"yjgA"	"b4234"	"C"
"pmbA"	"b4235"	"C"
"nrdG"	"b4237"	"C"
"nrdD"	"b4238"	"C"
"treC"	"b4239"	"C"
"treB"	"b4240"	"IM"
"treR"	"b4241"	"C"
"mgtA"	"b4242"	"IM"
"yjgF"	"b4243"	"C"
"pyrI"	"b4244"	"C"
"pyrB"	"b4245"	"C"
"pyrL"	"b4246"	"C"
"yjgH"	"b4248"	"C"
"yjgI"	"b4249"	"C"
"yjgJ"	"b4251"	"C"
"yjgK"	"b4252"	"C"
"yjgL"	"b4253"	"C"
"argI"	"b4254"	"C"
"yjgD"	"b4255"	"C"
"yjgM"	"b4256"	"C"
"yjgN"	"b4257"	"IM"
"valS"	"b4258"	"C"
"holC"	"b4259"	"C"
"pepA"	"b4260"	"C"
"yjgP"	"b4261"	"IM"
"yjgQ"	"b4262"	"IM"
"yjgR"	"b4263"	"C"
"idnR"	"b4264"	"C"
"idnT"	"b4265"	"IM"
"idnO"	"b4266"	"C"
"idnD"	"b4267"	"C"
"idnK"	"b4268"	"C"
"yjgB"	"b4269"	"C"
"intB"	"b4271"	"C"
"yjgW"	"b4274"	"C"
"yjgZ"	"b4277"	"C"
"insG"	"b4278"	"C"
"yjhB"	"b4279"	"IM"
"yjhC"	"b4280"	"P"
"insN"		"C"
		"C"
		"C"
		"IM"
"yis2"		"C"
"yis1"		"C"
	"b4286"	"C"
"fecE"	"b4287"	"C"
"fecD"	"b4288"	"IM"
"fecC"	"b4289"	"IM"
"fecB"	"b4290"	"P"
"fecA"	"b4291"	"OM"
"fecR"	"b4292"	"C"
"fecI"	"b4293"	"C"
"insA-25"		"C"
		"C"
"insB-26"		"C"
"insA-26"		"C"
"sgcR"	"b4300"	"C"
"sgcE"	"b4301"	"C"
"sgcA"	"b4302"	"C"
"sgcQ"	"b4303"	"C"
"sgcC"	"b4304"	"IM"
"sgcB"	"b4565"	"C"
"sgcX"	"b4305"	"C"
"yjhP"	"b4306"	"C"
"yjhQ"	"b4307"	"C"
	"b4566"	"C"
"yjhS"	"b4309"	"C"
"yjhT"	"b4310"	"P"
"yjhA"	"b4311"	"OM"
"insB-27"		"C"
"insA-27"		"C"
"fimE"	"b4313"	"C"
"fimA"	"b4314"	"E"
"fimI"	"b4315"	"E"
"fimC"	"b4316"	"P"
"fimD"	"b4317"	"OM"
"fimF"	"b4318"	"E"
"fimG"	"b4319"	"F"
"fimH"	"b4320"	"F"
"gntP"	"b4321"	"IM"
"uxuA"	"b4322"	"C"
"uxuB"	"b4323"	"C"
"uxuR"	"b4324"	"C"
"yjiC"	"b4325"	"C"
"yjiD"	"b4326"	"C"
"yjiE"	"b4327"	"C"
"iadA"	"b4328"	"C"
"yjiG"	"b4329"	"IM"
"yjiH"	"b4330"	"IM"
"kptA"	"b4331"	"C"
"yjiJ"	"b4332"	"IM"
"yjiK"	"b4333"	"IM"
"yjiL"	"b4334"	"C"
"yjiM"	"b4335"	"C"
"yjiN"	"b4336"	"IM"
"yjiO"	"b4337"	"IM"
"yjiPQ"	"b4338-b4339"	"C"
"insA-28"		"C"
"insB-28"		"C"
"mcrC"	"b4345"	"C"
"mcrB"	"b4346"	"C"
"yjiW"	"b4347"	"C"
"hsdS"	"b4348"	"C"
"hsdM"	"b4349"	"C"
"hsdR"	"b4350"	"C"
"mrr"	"b4351"	"C"
"yjiA"	"b4352"	"C"
"yjiX"	"b4353"	"C"
"yjiY"	"b4354"	"IM"
"hpaC"		"C"
"hpaB"		"C"
"hpaA"		"C"
"hpaX"		"IM"
"hpaI"		"C"
"hpaH"		"C"
"hpaF"		"C"
"hpaD"		"C"
"hpaE"		"C"
"hpaG"		"C"
"hpaR"		"C"
"tsr"	"b4355"	"IM"
"yjiZ"	"b4356"	"IM"
"yjjN"	"b4358"	"C"
"mdoB"	"b4359"	"IM"
"yjjA"	"b4360"	"P"
"dnaC"	"b4361"	"C"
"dnaT"	"b4362"	"C"
"yjjB"	"b4363"	"IM"
"yjjP"	"b4364"	"IM"
"yjjQ"	"b4365"	"C"
"bglJ"	"b4366"	"C"
"fhuF"	"b4367"	"C"
"yjjZ"	"b4567"	"IM"
"rsmC"	"b4371"	"C"
"holD"	"b4372"	"C"
"rimI"	"b4373"	"C"
"yjjG"	"b4374"	"C"
"prfC"	"b4375"	"C"
"osmY"	"b4376"	"P"
"ytjA"	"b4568"	"IM"
"yjjU"	"b4377"	"C"
"yjjV"	"b4378"	"C"
"yjjW"	"b4379"	"C"
"yjjI"	"b4380"	"C"
"deoC"	"b4381"	"C"
"deoA"	"b4382"	"C"
"deoB"	"b4383"	"C"
"deoD"	"b4384"	"C"
		"C"
"lplA"	"b4386"	"C"
"smp"	"b4387"	"IM"
"serB"	"b4388"	"C"
"sms"	"b4389"	"C"
"nadR"	"b4390"	"C"
"yjjK"	"b4391"	"C"
"slt"	"b4392"	"P"
"trpR"	"b4393"	"C"
"yjjX"	"b4394"	"C"
"gpmB"	"b4395"	"C"
"rob"	"b4396"	"C"
"creA"	"b4397"	"P"
"creB"	"b4398"	"C"
"creC"	"b4399"	"IM"
"arcA"	"b4401"	"C"
"yjjY"	"b4402"	"C"
"lasT"	"b4403"	"C"
"hokC"	"b4412"	"IM"
