"Gene Name"	"Accession-1"	"Object ID"
G7001	"b1825"	"G7001"
EG11527	"b2193"	"EG11527"
G7396	"b2666"	"G7396"
EG10643	"b1221"	"EG10643"
G7471	"b2851"	"G7471"
G7303	"b2486"	"G7303"
G7202	"b2331"	"G7202"
EG12060	"b2202"	"EG12060"
EG11464	"b3817"	"EG11464"
EG11814	"b0997"	"EG11814"
G7027	"b1878"	"G7027"
EG11368	"b2262"	"EG11368"
EG11882	"b3937"	"EG11882"
EG10639	"b1225"	"EG10639"
G6970	"b1784"	"G6970"
EG10392	"b2242"	"EG10392"
EG12448	"b0567"	"EG12448"
G7300	"b2483"	"G7300"
G6866	"b1615"	"G6866"
EG11949	"b4075"	"EG11949"
G6354	"b0647"	"G6354"
EG11802	"b2993"	"EG11802"
G6635	"b1267"	"G6635"
EG11228	"b1475"	"EG11228"
G6809	"b1523"	"G6809"
EG10487	"b2730"	"EG10487"
G6502	"b0968"	"G6502"
G6775	"b1478"	"G6775"
G7025	"b1875"	"G7025"
EG11946	"b4072"	"EG11946"
G6399	"b0769"	"G6399"
EG11784	"b2579"	"EG11784"
G7604	"b3085"	"G7604"
EG10655	"b3366"	"EG10655"
G6243	"b0442"	"G6243"
EG10483	"b2726"	"EG10483"
EG11650	"b0209"	"EG11650"
EG10325	"b1334"	"EG10325"
G0-9582	"b4415"	"G0-9582"
G7827	"b4125"	"G7827"
EG11991	"b2112"	"EG11991"
G6427	"b0824"	"G6427"
G0-16680	"b4718"	"G0-16680"
EG11910	"b3951"	"EG11910"
EG12857	"b2586"	"EG12857"
EG10647	"b1467"	"EG10647"
G0-10700		"G0-10700"
EG10233	"b0895"	"EG10233"
G6424	"b0821"	"G6424"
G6844	"b1586"	"G6844"
G0-10470	"b4557"	"G0-10470"
EG12332	"b0156"	"EG12332"
G7156	"b2229"	"G7156"
EG11774	"b2284"	"EG11774"
EG12705	"b2958"	"EG12705"
EG10471	"b0975"	"EG10471"
G7651	"b3157"	"G7651"
EG12091	"b2279"	"EG12091"
EG12280	"b3576"	"EG12280"
EG11473	"b3833"	"EG11473"
G6896	"b1668"	"G6896"
EG10468	"b0972"	"EG10468"
EG12043	"b2187"	"EG12043"
EG12088	"b2282"	"EG12088"
G6963	"b1776"	"G6963"
EG11143	"b2232"	"EG11143"
EG11917	"b4001"	"EG11917"
EG10231	"b2133"	"EG10231"
G7062	"b1974"	"G7062"
EG12084	"b2286"	"EG12084"
EG11725	"b3715"	"EG11725"
EG10180	"b0430"	"EG10180"
G7191	"b2299"	"G7191"
EG12079	"b3480"	"EG12079"
EG11540	"b1004"	"EG11540"
EG11962	"b3604"	"EG11962"
G7346	"b2562"	"G7346"
EG10472	"b0976"	"EG10472"
EG11522	"b0702"	"EG11522"
EG12092	"b2278"	"EG12092"
G7473	"b2853"	"G7473"
EG11476	"b3835"	"EG11476"
G7927	"b4330"	"G7927"
EG10469	"b0973"	"EG10469"
G7541	"b4466"	"G7541"
EG12089	"b2281"	"EG12089"
EG11293	"b1209"	"EG11293"
EG11324	"b2907"	"EG11324"
G7673	"b3219"	"G7673"
EG10394	"b3426"	"EG10394"
G7825	"b4121"	"G7825"
EG12086	"b2285"	"EG12086"
G7879	"b4248"	"G7879"
EG11044	"b2311"	"EG11044"
EG11174	"b3121"	"EG11174"
EG10181	"b0429"	"EG10181"
EG11147	"b2471"	"EG11147"
EG12082	"b2288"	"EG12082"
G7684	"b3239"	"G7684"
EG10178	"b0432"	"EG10178"
EG11523	"b0704"	"EG11523"
EG11963	"b3605"	"EG11963"
EG11110	"b0736"	"EG11110"
EG10473	"b0977"	"EG10473"
EG11812	"b4186"	"EG11812"
EG12093	"b2276"	"EG12093"
G7597	"b3074"	"G7597"
EG11773	"b2277"	"EG11773"
EG11853	"b3888"	"EG11853"
EG10470	"b0974"	"EG10470"
EG10218	"b2314"	"EG10218"
EG12090	"b2280"	"EG12090"
EG12122	"b2944"	"EG12122"
EG11370	"b4040"	"EG11370"
G7484	"b2865"	"G7484"
EG10401	"b2240"	"EG10401"
EG12326	"b0137"	"EG12326"
EG12087	"b2283"	"EG12087"
G7371	"b2636"	"G7371"
EG10182	"b0428"	"EG10182"
EG12870	"b1322"	"EG12870"
EG12083	"b2287"	"EG12083"
G7187	"b2293"	"G7187"
EG10179	"b0431"	"EG10179"
G0-10586	"b4590"	"G0-10586"
EG12078	"b3479"	"EG12078"
G7013	"b1840"	"G7013"
EG10649	"b1109"	"EG10649"
G0-10646	"b4674"	"G0-10646"
EG11168	"b3061"	"EG11168"
G6956	"b1762"	"G6956"
EG10474	"b2725"	"EG10474"
G0-16729	"b4734"	"G0-16729"
EG10333	"b4151"	"EG10333"
G6813	"b1527"	"G6813"
EG10330	"b4154"	"EG10330"
G0-16745	"b4751"	"G0-16745"
EG10481	"b2718"	"EG10481"
G6618	"b1181"	"G6618"
EG10031	"b1241"	"EG10031"
G6101	"b0217"	"G6101"
EG10478	"b2721"	"EG10478"
G6474	"b0926"	"G6474"
EG11169	"b3062"	"EG11169"
G6510	"b0989"	"G6510"
EG10475	"b2724"	"EG10475"
G6379	"b0710"	"G6379"
EG10701	"b0903"	"EG10701"
G6640	"b1287"	"G6640"
EG10331	"b4153"	"EG10331"
G6210	"b0358"	"G6210"
EG10482	"b4004"	"EG10482"
G6765	"b1454"	"G6765"
EG10285	"b4079"	"EG10285"
G0-16699		"G0-16699"
EG10479	"b2720"	"EG10479"
G6901	"b1673"	"G6901"
EG50010	"b0356"	"EG50010"
G0-16636	"b4759"	"G0-16636"
EG10476	"b2723"	"EG10476"
G6990	"b1806"	"G6990"
EG11091	"b0239"	"EG11091"
G0-10657	"b4686"	"G0-10657"
EG10332	"b4152"	"EG10332"
G7110	"b2071"	"G7110"
EG10484	"b2727"	"EG10484"
G0-10441	"b4515"	"G0-10441"
EG10301	"b2731"	"EG10301"
G7217	"b2347"	"G7217"
EG10480	"b2719"	"EG10480"
EG12410	"b2467"	"EG12410"
EG10008	"b4003"	"EG10008"
G7407	"b2689"	"G7407"
G592	"b1380"	"G592"
EG12263	"b3536"	"EG12263"
EG10477	"b2722"	"EG10477"
G7483	"b2863"	"G7483"
G7566	"b3013"	"G7566"
EG11998	"b2119"	"EG11998"
G7695	"b3267"	"G7695"
G7886	"b4256"	"G7886"
EG10980	"b0727"	"EG10980"
EG11874	"b3920"	"EG11874"
EG10933	"b0721"	"EG10933"
EG11165	"b3038"	"EG11165"
EG10756	"b3956"	"EG10756"
EG11713	"b3689"	"EG11713"
EG10402	"b0720"	"EG10402"
EG11605	"b3284"	"EG11605"
EG11325	"b1276"	"EG11325"
EG11488	"b1639"	"EG11488"
EG10356	"b1612"	"EG10356"
EG11930	"b4047"	"EG11930"
EG10981	"b0728"	"EG10981"
G7876	"b4222"	"G7876"
EG10934	"b0722"	"EG10934"
EG12196	"b1001"	"EG12196"
EG10931	"b0723"	"EG10931"
EG11263	"b3322"	"EG11263"
EG10489	"b1136"	"EG10489"
EG12378	"b1867"	"EG12378"
EG10357	"b4122"	"EG10357"
G7759	"b3442"	"G7759"
EG10982	"b0729"	"EG10982"
G0-10590	"b4594"	"G0-10590"
EG10979	"b0726"	"EG10979"
EG11164	"b3037"	"EG11164"
EG10932	"b0724"	"EG10932"
G0-10654	"b4671"	"G0-10654"
EG10358	"b1611"	"EG10358"
G7674	"b3220"	"G7674"
EG11109	"b0730"	"EG11109"
G0-16732	"b4737"	"G0-16732"
G0-16748	"b4754"	"G0-16748"
EG11097	"b0410"	"EG11097"
G6118	"b0234"	"G6118"
EG10216	"b2317"	"EG10216"
G7922	"b4325"	"G7922"
G7567	"b3014"	"G7567"
EG11290	"b2152"	"EG11290"
EG11683	"b3646"	"EG11683"
G6397	"b0767"	"G6397"
EG10015	"b2516"	"EG10015"
G7129	"b2097"	"G7129"
EG11992	"b2115"	"EG11992"
EG10804	"b1676"	"EG10804"
G7451	"b2793"	"G7451"
EG10702	"b4025"	"EG10702"
EG12434	"b3055"	"EG12434"
EG10258	"b2779"	"EG10258"
G7317	"b2506"	"G7317"
EG11699	"b0755"	"EG11699"
G0-10461	"b4545"	"G0-10461"
EG11015	"b3919"	"EG11015"
G7169	"b2256"	"G7169"
EG10703	"b2926"	"EG10703"
G0-10596	"b4605"	"G0-10596"
EG10338	"b0080"	"EG10338"
G6997	"b1816"	"G6997"
EG12164	"b4395"	"EG12164"
G0-16674	"b4688"	"G0-16674"
EG11088	"b0113"	"EG11088"
G6924	"b1706"	"G6924"
EG10803	"b1854"	"EG10803"
G0-16735	"b4740"	"G0-16735"
EG10367	"b1779"	"EG10367"
G6770	"b1463"	"G6770"
G0-16751	"b4757"	"G0-16751"
G6176	"b0306"	"G6176"
G6402	"b0780"	"G6402"
G6568	"b1108"	"G6568"
G6601	"b1161"	"G6601"
G6702	"b1379"	"G6702"
G6795	"b1505"	"G6795"
G6460	"b0877"	"G6460"
G6935	"b1730"	"G6935"
G7019	"b1869"	"G7019"
G7144	"b2145"	"G7144"
G6330	"b0601"	"G6330"
G7307	"b2490"	"G7307"
G7444	"b2778"	"G7444"
G7512	"b2899"	"G7512"
G6186	"b0321"	"G6186"
G6903	"b1675"	"G6903"
G7626	"b3113"	"G7626"
EG10337	"b2168"	"EG10337"
G0-16696		"G0-16696"
EG10848	"b0700"	"EG10848"
G7937	"b4341"	"G7937"
EG11395	"b3964"	"EG11395"
G0-10738		"G0-10738"
EG11726	"b3716"	"EG11726"
EG12023	"b2141"	"EG12023"
G0-10649	"b4676"	"G0-10649"
EG10584	"b3829"	"EG10584"
EG12264	"b3537"	"EG12264"
EG10581	"b4013"	"EG10581"
G0-10434	"b4506"	"G0-10434"
EG10587	"b4019"	"EG10587"
EG12610	"b0056"	"EG12610"
EG10583	"b3008"	"EG10583"
G0-10468	"b4554"	"G0-10468"
EG12375	"b0913"	"EG12375"
G0-10605	"b4615"	"G0-10605"
G0-16722	"b4727"	"G0-16722"
EG12198	"b1733"	"EG12198"
EG12251	"b3524"	"EG12251"
EG12258	"b3531"	"EG12258"
G0-16738	"b4744"	"G0-16738"
EG11862	"b3898"	"EG11862"
EG11964	"b3602"	"EG11964"
G0-8900	"b4743"	"G0-8900"
EG10792	"b4005"	"EG10792"
EG11851	"b3886"	"EG11851"
EG11809	"b1849"	"EG11809"
G6184	"b0319"	"G6184"
EG10799	"b2500"	"EG10799"
EG11684	"b3655"	"EG11684"
EG10796	"b0522"	"EG10796"
G6446	"b0848"	"G6446"
EG10793	"b0523"	"EG10793"
EG11465	"b3818"	"EG11465"
EG10797	"b2557"	"EG10797"
G6607	"b1167"	"G6607"
EG10794	"b2312"	"EG10794"
G7853	"b4190"	"G7853"
EG10791	"b2476"	"EG10791"
G6729	"b1410"	"G6729"
EG11314	"b1131"	"EG11314"
EG11217	"b4397"	"EG11217"
EG10798	"b2499"	"EG10798"
G6816	"b1542"	"G6816"
EG11279	"b4246"	"EG11279"
G7734	"b3382"	"G7734"
EG10808	"b3642"	"EG10808"
G6953	"b1758"	"G6953"
EG11646	"b2166"	"EG11646"
EG11144	"b2327"	"EG11144"
EG10806	"b1062"	"EG10806"
G7178	"b2271"	"G7178"
G7185	"b2291"	"G7185"
G7648	"b3154"	"G7648"
EG10774	"b1207"	"EG10774"
G7328	"b2534"	"G7328"
EG10805	"b4245"	"EG10805"
EG10854	"b0633"	"EG10854"
EG10634	"b0675"	"EG10634"
G7535	"b2968"	"G7535"
G7500	"b2881"	"G7500"
G7436	"b2770"	"G7436"
G7487	"b2868"	"G7487"
EG10697	"b2908"	"EG10697"
G7486	"b2867"	"G7486"
EG10020	"b3912"	"EG10020"
G7485	"b2866"	"G7485"
G7311	"b2494"	"G7311"
EG11702	"b3996"	"EG11702"
EG11881	"b3931"	"EG11881"
G7296	"b2473"	"G7296"
EG10694	"b4260"	"EG10694"
G7460	"b2832"	"G7460"
G7247	"b2384"	"G7247"
G7148	"b2176"	"G7148"
EG11549	"b1127"	"EG11549"
EG11670	"b2222"	"EG11670"
EG11373	"b2558"	"EG11373"
G6993	"b1809"	"G6993"
EG10463	"b0161"	"EG10463"
G6897	"b1669"	"G6897"
G6622	"b1193"	"G6622"
G6760	"b1449"	"G6760"
EG11004	"b1845"	"EG11004"
G6542	"b1036"	"G6542"
EG10246	"b0211"	"EG10246"
G6434	"b0834"	"G6434"
G6463	"b0881"	"G6463"
G6292	"b0532"	"G6292"
EG10950	"b4392"	"EG10950"
G6126	"b0251"	"G6126"
EG10159	"b0438"	"EG10159"
G0-16693		"G0-16693"
G7652	"b3158"	"G7652"
G0-10707	"b4703"	"G0-10707"
G2000	"b1292"	"G2000"
G0-10645	"b4673"	"G0-10645"
EG10698	"b3847"	"EG10698"
EG10122	"b3412"	"EG10122"
EG10156	"b0882"	"EG10156"
EG10119	"b0777"	"EG10119"
G7410	"b2701"	"G7410"
G6851	"b1593"	"G6851"
EG11920	"b4021"	"EG11920"
EG10120	"b0778"	"EG10120"
EG10695	"b0237"	"EG10695"
EG10117	"b0774"	"EG10117"
G7248	"b2385"	"G7248"
EG10124	"b3551"	"EG10124"
EG11652	"b3235"	"EG11652"
EG10121	"b0776"	"EG10121"
EG11441	"b3498"	"EG11441"
EG10118	"b0775"	"EG10118"
EG10542	"b0439"	"EG10542"
EG12874	"b0412"	"EG12874"
G6662	"b1326"	"G6662"
EG10419	"b2947"	"EG10419"
EG11112	"b0885"	"EG11112"
EG10418	"b2688"	"EG10418"
EG10435	"b4175"	"EG10435"
EG12432	"b1694"	"EG12432"
G6470	"b0909"	"G6470"
EG12337	"b0164"	"EG12337"
EG10956	"b1272"	"EG10956"
EG12212	"b3466"	"EG12212"
EG10163	"b3911"	"EG10163"
EG11941	"b4066"	"EG11941"
G7682	"b3234"	"G7682"
EG11825	"b1464"	"EG11825"
G2001	"b1293"	"G2001"
EG11604	"b4473"	"EG11604"
EG10760	"b1830"	"EG10760"
EG10508	"b0421"	"EG10508"
EG10157	"b2592"	"EG10157"
G7423	"b2747"	"G7423"
G7457	"b2813"	"G7457"
EG11369	"b4039"	"EG11369"
EG12310	"b2523"	"EG12310"
EG11816	"b2746"	"EG11816"
EG10696	"b0932"	"EG10696"
EG11474	"b3834"	"EG11474"
G7265	"b2430"	"G7265"
EG10017	"b3187"	"EG10017"
EG11676	"b3932"	"EG11676"
G7508	"b2889"	"G7508"
EG10673	"b0565"	"EG10673"
G6365	"b0662"	"G6365"
EG11506	"b3178"	"EG11506"
EG11333	"b2906"	"EG11333"
EG11359	"b3335"	"EG11359"
EG12438	"b2263"	"EG12438"
EG10436	"b4174"	"EG10436"
EG10370	"b2515"	"EG10370"
G6621	"b1192"	"G6621"
G7582	"b3042"	"G7582"
EG10968	"b1766"	"EG10968"
EG11396	"b3843"	"EG11396"
EG10212	"b1538"	"EG10212"
G6912	"b1686"	"G6912"
G7925	"b4328"	"G7925"
EG12715	"b0173"	"EG12715"
G6452	"b0867"	"G6452"
EG11294	"b1208"	"EG11294"
EG10786	"b2821"	"EG10786"
EG10428	"b0369"	"EG10428"
EG10158	"b0437"	"EG10158"
EG10188	"b3368"	"EG10188"
G7533	"b2963"	"G7533"
EG12189	"b2436"	"EG12189"
EG12436	"b0176"	"EG12436"
EG10432	"b0154"	"EG10432"
EG10826	"b2819"	"EG10826"
EG10429	"b3805"	"EG10429"
EG11915	"b3998"	"EG11915"
EG11836	"b3867"	"EG11836"
EG10651	"b2159"	"EG10651"
EG11485	"b3850"	"EG11485"
EG11098	"b0422"	"EG11098"
EG10430	"b3804"	"EG10430"
EG10459	"b4350"	"EG10459"
EG10427	"b1210"	"EG10427"
EG11072	"b2509"	"EG11072"
EG11543	"b3997"	"EG11543"
EG10927	"b0397"	"EG10927"
EG10431	"b0475"	"EG10431"
EG10827	"b1350"	"EG10827"
G7212	"b2341"	"G7212"
EG10824	"b2820"	"EG10824"
G6195	"b0330"	"G6195"
EG11336	"b2945"	"EG11336"
EG12151	"b1991"	"EG12151"
EG10574	"b4346"	"EG10574"
EG13238	"b1993"	"EG13238"
EG11073	"b1749"	"EG11073"
EG10130	"b1270"	"EG10130"
EG11062	"b0779"	"EG11062"
G6349	"b0638"	"G6349"
EG10830	"b2892"	"EG10830"
EG12150	"b1992"	"EG12150"
G7016	"b1844"	"G7016"
EG10261	"b0593"	"EG10261"
EG10825	"b2822"	"EG10825"
EG10259	"b0596"	"EG10259"
EG10575	"b4345"	"EG10575"
EG11374	"b0142"	"EG11374"
EG11094	"b0398"	"EG11094"
EG10682	"b3360"	"EG10682"
EG11063	"b1913"	"EG11063"
EG50011	"b3177"	"EG50011"
EG10926	"b2011"	"EG10926"
EG11375	"b2153"	"EG11375"
EG10861	"b0183"	"EG10861"
EG10683	"b1812"	"EG10683"
EG10858	"b1804"	"EG10858"
EG11493	"b1096"	"EG11493"
EG10844	"b3780"	"EG10844"
EG11138	"b1865"	"EG11138"
G6634	"b1266"	"G6634"
EG11673	"b3058"	"EG11673"
EG11547	"b1652"	"EG11547"
EG11591	"b0630"	"EG11591"
EG10862	"b3704"	"EG10862"
EG11796	"b4386"	"EG11796"
EG10859	"b1084"	"EG10859"
EG11306	"b0628"	"EG11306"
EG10856	"b0611"	"EG10856"
EG11669	"b2221"	"EG11669"
G7175	"b2268"	"G7175"
EG12357	"b1701"	"EG12357"
EG11620	"b1286"	"EG11620"
G6105	"b0221"	"G6105"
EG10863	"b3643"	"EG10863"
M011	"b0348"	"M011"
EG10860	"b0214"	"EG10860"
EG10279	"b3846"	"EG10279"
EG10857	"b2567"	"EG10857"
G6201	"b0346"	"G6201"
G7365	"b2630"	"G7365"
EG11598	"b0785"	"EG11598"
EG10743	"b3164"	"EG10743"
EG11595	"b0781"	"EG11595"
EG30069	"b3123"	"EG30069"
EG10153	"b0827"	"EG10153"
EG11259	"b4179"	"EG11259"
G7496	"b2877"	"G7496"
EG11237	"b3338"	"EG11237"
EG11666	"b0783"	"EG11666"
EG12033	"b2165"	"EG12033"
EG11596	"b0782"	"EG11596"
EG11672	"b2224"	"EG11672"
EG10154	"b0826"	"EG10154"
G7213	"b2342"	"G7213"
EG11829	"b3857"	"EG11829"
EG10278	"b3845"	"EG10278"
EG11597	"b0784"	"EG11597"
EG10281	"b1187"	"EG10281"
EG11511	"b0009"	"EG11511"
G6782	"b1488"	"G6782"
EG12312	"b0103"	"EG12312"
G6200	"b0335"	"G6200"
EG11675	"b0134"	"EG11675"
EG11667	"b2219"	"EG11667"
G6239	"b0425"	"G6239"
G6244	"b0443"	"G6244"
EG11746	"b0133"	"EG11746"
EG10085	"b2716"	"EG10085"
EG10922	"b3974"	"EG10922"
EG11055	"b1617"	"EG11055"
EG10004	"b3639"	"EG10004"
G7284	"b2454"	"G7284"
EG11747	"b0131"	"EG11747"
EG10036	"b1300"	"EG10036"
EG11190	"b3634"	"EG11190"
G7281	"b2451"	"G7281"
EG12693	"b1813"	"EG12693"
EG12190	"b2437"	"EG12190"
EG10691	"b0052"	"EG10691"
EG11631	"b0856"	"EG11631"
G0-9461	"b2320"	"G0-9461"
G6644	"b1297"	"G6644"
EG10693	"b2564"	"EG10693"
EG11558	"b0037"	"EG11558"
EG11845	"b3880"	"EG11845"
G7291	"b2461"	"G7291"
EG10742	"b0931"	"EG10742"
G6217	"b0365"	"G6217"
EG10630	"b0750"	"EG10630"
EG10751	"b1124"	"EG10751"
EG11546	"b0109"	"EG11546"
G7285	"b2455"	"G7285"
EG11135	"b1768"	"EG11135"
EG50006	"b2441"	"EG50006"
EG10631	"b2574"	"EG10631"
EG10635	"b0679"	"EG10635"
G6350	"b0639"	"G6350"
G7282	"b2452"	"G7282"
EG10663	"b1740"	"EG10663"
EG12423	"b0368"	"EG12423"
G7409	"b2700"	"G7409"
G7270	"b2438"	"G7270"
EG12192	"b2615"	"EG12192"
EG11632	"b0857"	"EG11632"
G1	"b4407"	"G1"
G6645	"b1298"	"G6645"
EG11587	"b3992"	"EG11587"
EG11629	"b0854"	"EG11629"
M007	"b2104"	"M007"
G7961	"b1385"	"G7961"
G6246	"b0446"	"G6246"
G6218	"b0366"	"G6218"
G6234	"b0417"	"G6234"
EG10752	"b1123"	"EG10752"
EG11589	"b3991"	"EG11589"
G7289	"b2459"	"G7289"
EG11585	"b3994"	"EG11585"
EG50007	"b2440"	"EG50007"
G6566	"b1106"	"G6566"
EG10749	"b1126"	"EG10749"
G6237	"b0420"	"G6237"
G7283	"b2453"	"G7283"
EG11590	"b3990"	"EG11590"
EG12608	"b0035"	"EG12608"
EG11586	"b3993"	"EG11586"
G7271	"b2439"	"G7271"
G7135	"b2103"	"G7135"
EG11822	"b1301"	"EG11822"
EG11331	"b1277"	"EG11331"
G6646	"b1302"	"G6646"
EG11202	"b3812"	"EG11202"
EG11630	"b0855"	"EG11630"
EG11406	"b1662"	"EG11406"
G6219	"b0367"	"G6219"
EG11321	"b0414"	"EG11321"
EG10753	"b0692"	"EG10753"
EG10465	"b3041"	"EG10465"
G7290	"b2460"	"G7290"
G6442	"b0844"	"G6442"
G6088	"b0034"	"G6088"
EG11322	"b0415"	"EG11322"
EG10750	"b1125"	"EG10750"
EG11079	"b0025"	"EG11079"
EG12286	"b3582"	"EG12286"
G6236	"b0419"	"G6236"
G6094	"b0186"	"G6094"
EG12211	"b3459"	"EG12211"
G6710	"b1389"	"G6710"
EG11828	"b3856"	"EG11828"
G7789	"b4479"	"G7789"
EG10611	"b2113"	"EG10611"
M009	"b2538"	"M009"
EG10143	"b1735"	"EG10143"
EG10114	"b3721"	"EG10114"
EG10355	"b2804"	"EG10355"
EG10577	"b4119"	"EG10577"
EG11074	"b3565"	"EG11074"
EG11402	"b4239"	"EG11402"
EG11848	"b3883"	"EG11848"
EG12296	"b3612"	"EG12296"
G6196	"b0331"	"G6196"
EG12627	"b3541"	"EG12627"
G6713	"b1392"	"G6713"
EG10993	"b3616"	"EG10993"
G7335	"b2541"	"G7335"
EG10249	"b2366"	"EG10249"
G7891	"b4264"	"G7891"
G7394	"b2659"	"G7394"
M013	"b0350"	"M013"
EG12305	"b1290"	"EG12305"
EG10364	"b2837"	"EG10364"
EG10989	"b3118"	"EG10989"
EG10819	"b3753"	"EG10819"
EG10096	"b0928"	"EG10096"
EG10949	"b0146"	"EG10949"
G6941	"b1745"	"G6941"
EG11101	"b0476"	"EG11101"
EG11810	"b2903"	"EG11810"
EG11867	"b3903"	"EG11867"
EG10801	"b1014"	"EG10801"
G6205	"b0352"	"G6205"
EG10045	"b1767"	"EG10045"
G6716	"b1395"	"G6716"
G6378	"b0709"	"G6378"
G7446	"b2788"	"G7446"
EG11623	"b2797"	"EG11623"
G7910	"b4297"	"G7910"
EG10582	"b3939"	"EG10582"
EG11318	"b1093"	"EG11318"
EG11407	"b1189"	"EG11407"
EG12221	"b3475"	"EG12221"
EG10536	"b3454"	"EG10536"
EG10276	"b3256"	"EG10276"
EG12628	"b3540"	"EG12628"
EG11531	"b1661"	"EG11531"
EG11005	"b3708"	"EG11005"
EG10247	"b2563"	"EG10247"
EG10371	"b2904"	"EG10371"
EG11284	"b0180"	"EG11284"
G7624	"b4471"	"G7624"
EG12606	"b1095"	"EG12606"
EG12387	"b2660"	"EG12387"
EG10277	"b1091"	"EG10277"
EG10990	"b3117"	"EG10990"
EG11647	"b0185"	"EG11647"
EG10133	"b4133"	"EG10133"
EG10273	"b0954"	"EG10273"
G6942	"b1746"	"G6942"
EG10217	"b2316"	"EG10217"
EG12168	"b0401"	"EG12168"
EG11317	"b1092"	"EG11317"
EG10930	"b1814"	"EG10930"
EG10274	"b2323"	"EG10274"
EG10046	"b2957"	"EG10046"
EG11528	"b1288"	"EG11528"
G6706	"b1384"	"G6706"
EG10054	"b0064"	"EG10054"
EG11627	"b0861"	"EG11627"
G0-9662	"b4517"	"G0-9662"
EG10708	"b0576"	"EG10708"
EG11674	"b3059"	"EG11674"
G2002	"b1294"	"G2002"
EG11437	"b1090"	"EG11437"
EG11408	"b1190"	"EG11408"
G6406	"b0789"	"G6406"
EG10537	"b3455"	"EG10537"
G6551	"b1046"	"G6551"
EG13139	"b1386"	"EG13139"
G6250	"b0453"	"G6250"
EG11149	"b2479"	"EG11149"
EG10254	"b3075"	"EG10254"
EG10408	"b2551"	"EG10408"
EG10616	"b3600"	"EG10616"
G7627	"b3114"	"G7627"
EG10971	"b2705"	"EG10971"
EG12407	"b0828"	"EG12407"
EG12245	"b3519"	"EG12245"
EG10992	"b3119"	"EG10992"
EG12417	"b2091"	"EG12417"
EG10248	"b3544"	"EG10248"
G6720	"b1399"	"G6720"
G6943	"b1747"	"G6943"
G7945	"b4358"	"G7945"
EG12304	"b1291"	"EG12304"
EG10564	"b1622"	"EG10564"
EG10964	"b0693"	"EG10964"
EG10700	"b1723"	"EG10700"
EG10092	"b0674"	"EG10092"
EG11051	"b3669"	"EG11051"
G6940	"b1744"	"G6940"
G6554	"b1057"	"G6554"
EG11795	"b2808"	"EG11795"
EG11887	"b2582"	"EG11887"
EG10800	"b1658"	"EG10800"
G7401	"b2673"	"G7401"
G6262	"b0486"	"G6262"
EG12181	"b1654"	"EG12181"
EG11442	"b2905"	"EG11442"
EG10417	"b0849"	"EG10417"
EG13161	"b2364"	"EG13161"
EG12294	"b3610"	"EG12294"
EG11276	"b3707"	"EG11276"
EG11031	"b3781"	"EG11031"
EG10512	"b3617"	"EG10512"
EG12688	"b1064"	"EG12688"
EG11708	"b3681"	"EG11708"
EG10275	"b3255"	"EG10275"
EG11956	"b4084"	"EG11956"
EG50003	"b1094"	"EG50003"
EG12522	"b3128"	"EG12522"
EG11095	"b0404"	"EG11095"
EG20249	"b4324"	"EG20249"
G6627	"b1200"	"G6627"
G6867	"b1618"	"G6867"
G7631	"b3132"	"G7631"
G81	"b3092"	"G81"
EG10350	"b2803"	"EG10350"
G36	"b3081"	"G36"
EG10525	"b0345"	"EG10525"
G6922	"b1699"	"G6922"
G7104	"b2059"	"G7104"
G6921	"b1698"	"G6921"
G7101	"b2056"	"G7101"
G6918	"b1695"	"G6918"
G7098	"b2047"	"G7098"
EG11668	"b2220"	"EG11668"
G7094	"b2043"	"G7094"
G6923	"b1700"	"G6923"
G7102	"b2057"	"G7102"
EG11444	"b2917"	"EG11444"
G7099	"b2054"	"G7099"
G7234	"b2371"	"G7234"
G7095	"b2044"	"G7095"
EG12285	"b3581"	"EG12285"
EG11790	"b2050"	"EG11790"
G7516	"b2919"	"G7516"
G7106	"b2061"	"G7106"
G7859	"b4197"	"G7859"
G7103	"b2058"	"G7103"
G6920	"b1697"	"G6920"
G7100	"b2055"	"G7100"
EG10425	"b1619"	"EG10425"
G7096	"b2045"	"G7096"
G6206	"b0353"	"G6206"
EG11983	"b2034"	"EG11983"
EG11530	"b1805"	"EG11530"
G7590	"b3052"	"G7590"
EG10280	"b2344"	"EG10280"
EG12267	"b3546"	"EG12267"
G6341	"b0615"	"G6341"
EG10519	"b0918"	"EG10519"
G7914	"b4301"	"G7914"
G7662	"b3197"	"G7662"
G6661	"b1325"	"G6661"
EG10973	"b2708"	"EG10973"
G7195	"b2303"	"G7195"
G6106	"b0222"	"G6106"
EG20080	"b2976"	"EG20080"
EG11736	"b0200"	"EG11736"
EG11648	"b0207"	"EG11648"
G7165	"b2252"	"G7165"
EG10369	"b0124"	"EG10369"
EG10838	"b3619"	"EG10838"
EG11221	"b1852"	"EG11221"
EG10518	"b1215"	"EG10518"
EG10788	"b2415"	"EG10788"
G7167	"b2254"	"G7167"
EG10567	"b1817"	"EG10567"
EG12180	"b0622"	"EG12180"
EG10411	"b2029"	"EG10411"
G7170	"b2257"	"G7170"
EG10855	"b0641"	"EG10855"
G7663	"b3198"	"G7663"
EG10060	"b0396"	"EG10060"
G6637	"b1279"	"G6637"
EG11569	"b0054"	"EG11569"
EG12691	"b1280"	"EG12691"
