This file contains columns C, BY, BZ, and CA from Supplementary Data 7 of Covert et al. 2004. “Integrating high-throughput and computational data elucidates bacterial networks”. Nature. May 2004.			
			
	WT -- aerobic		
			
Accession	ec_aer_wild_O_a	ec_aer_wild_O_b	ec_aer_wild_O_c
b0482	747.427	911.869	956.435
	234.839	202.898	241.556
b0483	1041.81	1080.1	1286.43
	148.051	127.451	115.036
b0484	450.822	380.281	428.746
	81.1596	74.0806	84.9265
b0485	1462.59	1402.82	1322.06
b0486	781.368	714.046	659.633
	799.579	615.284	543.667
b0487	750.713	878.074	838.665
	17.2599	15.4824	13.7535
b0488	475.539	466.531	385.207
b0489	683.824	739.771	608.231
	658.725	525.009	532.387
b0490	515.897	458.123	440.759
b0491	368.452	356.562	338.707
	320.511	234.869	243.96
b0492	1548.1	1530.09	1614.66
b0493	1101.35	1075.67	1041.9
b0494	1158.9	1219.96	1212.4
b0495	587.437	584.356	611.4
	56.5334	57.0636	49.2278
b0496	981.858	1003.32	958.759
	22.0985	22.8134	18.6806
b0497	288.834	325.139	332.356
	43.8504	32.6387	32.6225
b0498	189.422	168.767	171.633
b0499	69.1516	81.603	75.6388
b0500	43.3427	52.7261	48.0317
	584.294	695.877	561.786
b0501	252.233	262.8	253.254
	23.1542	22.4068	26.802
b0502	241.525	215.224	262.16
	125.908	97.7238	101.62
b0503	240.713	207.491	206.359
	135.352	150.223	140.949
b0504	124.843	140.24	155.572
	93.9195	106.257	108.782
b0505	772.436	862.878	884.517
	886.064	994.35	1245.1
b0506	1297.8	1114.97	1211.66
	70.5708	86.8265	99.4386
b0507	150.315	150.875	167.629
b0508	34.6337	64.403	57.3653
	20.8391	24.9085	34.7137
b0509	409.72	452.306	461.252
	33.0007	47.0003	15.1289
b0510	121.092	159.715	141.689
b0511	98.8204	116.538	126.105
	14.5063	17.8826	22.8441
b0512	110.04	137.669	142.722
	125.211	108.618	105.28
b0513	51.3324	51.865	53.7461
b0514	273.195	310.394	341.594
	20.0565	25.4085	12.536
b0515	292.861	304.818	319.451
b0516	407.842	421.608	455.189
b0517	314.184	455.426	426.653
	253.644	211.796	196.138
b0518	280.781	331.434	325.054
	463.59	494.415	498.872
b0519	464.983	496.416	445.989
b0520	174.295	164.659	169.271
b0521	1320.21	1346.4	1167.41
	544.045	528.847	455.538
b0522	1679.16	1598.01	1754.57
b0523	2622.98	2729.5	2647.74
	222.353	158.79	134.59
b0524	749.509	751.678	778.808
b0525	3824.76	4229.61	4537.75
	312.032	272.354	248.354
b0526	1247.59	1340.26	1335.09
	333.524	288.229	328.889
b0527	714.983	833.427	602.591
	114.706	107.712	149.877
b0528	484.096	392.468	376.704
b0529	2580.24	2427.12	2366.02
	321.508	329.864	373.999
b0530	30.6049	46.3044	44.058
	96.568	120.966	108.578
b0531	232.198	296.458	342.602
	6.08017	4.12485	-1.95532
b0532	281.293	311.63	315.179
	-0.583262	1.9986	1.42783
b0533	12.8316	37.2501	77.6364
b0534	1258.74	1286.68	1193.61
	50.8784	50.4457	42.6755
b0535	42.5764	34.2508	38.1117
	37.8329	26.2126	38.2768
b0536	504.324	544.768	672.282
b0537	345.771	321.817	371.546
b0538	235.732	266.344	317.379
b0539	120.612	133.538	128.021
	49.1847	45.4204	55.0185
	143.864	137.645	121.752
	519.163	397.223	395.527
b0542	568.341	588.704	598.006
	36.2187	20.4011	16.8484
b0543	281.214	272.066	280.599
	14.7957	8.35861	18.0289
b0544	58.5264	70.4422	70.3053
	11.4524	10.2759	10.6431
b0545	68.4334	70.2251	73.4155
b0546	353.617	394.457	331.793
	49.821	60.4215	57.6131
b0547	70.1838	126.964	112.522
b0548	145.588	226.192	209.125
b0549	307.589	298.612	314.83
b0550	170.01	208.304	158.405
	189.507	146.756	109.313
b0551	130.283	180.02	184.771
	51.6131	40.9588	35.2334
b0553	4208.15	4630.47	5107.28
	590.136	404.605	428.129
b0554	53.4636	71.1863	63.151
b0555	611.174	804.3	774.767
b0556	116.507	85.1193	111.167
	139.06	149.432	157.614
b0557	1371.99	1705.99	1769.78
	36.869	40.5939	44.179
b0558	48.8889	54.7232	53.5712
	181.402	203.189	230.428
b0559	272.04	277.57	250.86
	23.1789	21.9171	21.6707
b0561	312.898	358.765	378.284
	92.5566	94.4939	114.854
b0562	22.0604	19.5611	19.151
	175.765	135.908	132.826
b0563	65.939	70.879	80.3404
	26.4876	25.0755	19.5482
b0564	75.7777	47.8117	65.5742
	49.7861	43.5701	37.5483
b0565	7560.38	8170.51	8070.93
	75.0705	80.4497	73.4703
b0566	57.3073	57.6399	63.0265
	186.603	219.557	250.61
b0567	785.7	935.86	827.321
b0568	663.83	921.982	710.706
b0569	302.552	316.111	262.609
	264.185	208.931	232.324
b0570	713.829	714.729	630.461
b0571	754.071	685.332	641.045
	211.575	172.629	160.043
b0572	2345.81	2232.46	2061.99
	1647.41	1100.18	1032.58
b0573	3121.42	3054.22	3182.21
b0574	1006.22	896.8	905.827
b0575	341.945	379.393	300.29
	246.344	169.919	182.515
b0576	203.905	171.085	211.676
	115.707	105.544	114.727
b0577	394.497	432.128	432.362
	99.0329	74.508	65.9751
b0578	2367.82	2350.72	2504.69
	783.455	598.921	336.041
b0579	536.103	495.764	518.334
	149.71	117.039	55.3559
b0580	287.072	259.33	307.228
	202.205	127.639	86.6592
b0581	760.643	729.586	782.953
	472.235	420.805	358.735
	317.938	319.322	328.513
b0583	83.5609	83.9528	78.0651
	431.114	309.644	295.18
b0584	611.691	565.301	596.683
	24.6814	14.1842	9.59455
b0585	653.844	673.168	664.144
	217.532	167.261	206.533
b0586	329.633	285.78	319.757
	98.0291	108.295	89.775
b0587	911.306	1087.27	1029.44
b0588	807.254	1012.92	1028.73
	17.8919	25.8884	37.5887
b0589	256.21	227.232	268.283
b0590	373.36	412.228	394.805
	27.578	22.6238	22.7986
b0591	476.923	555.216	531.627
	26.5829	25.6774	18.5229
b0592	282.318	297.591	340.019
	155.195	172.405	200.005
b0593	571.476	584.152	608.884
b0594	553.67	569.847	590.917
b0595	738.762	711.457	777.451
b0596	1167.68	1593.38	1562.15
b0597	316.314	251.819	373.678
	509.392	517.761	537.943
b0598	1855.43	2221.66	2309.72
	689.049	635.178	718.994
b0599	987.831	1038.7	1036.64
	137.903	140.179	186.314
b0600	301.767	262.878	283.611
b0601	248.545	266.437	262.292
	3623.25	3348.05	3349.8
b0602	177.343	180.529	177.222
	11.3645	10.5992	18.5764
b0603	46.217	44.2212	53.9805
	50.1737	44.3333	56.1219
b0604	654.97	682.373	668.869
	291.617	265.487	306.91
b0605	6235.1	6551.85	5982.28
	446.321	404.207	362.026
b0606	1804.31	1508.19	1730.39
	30.712	28.4821	23.9096
b0607	1095.48	1031.35	908.147
	101.778	109.749	133.155
b0608	836.356	1063.34	905.916
	323.564	293.262	282.998
b0609	266.179	268.295	226.818
b0610	628.898	587.615	566.455
	10.6239	7.6258	7.94005
	421.772	405.841	455.1
b0611	822.546	855.958	802.867
	236.687	228.228	192.417
b0612	392.294	383.969	361.793
	-1.78803	-2.11172	-3.80203
b0613	169.842	173.38	201.998
b0614	156.301	165.975	167.007
b0615	101.939	112.462	94.1975
b0616	132.794	139.809	136.404
b0617	93.6316	100.317	93.8883
b0618	825.538	859.634	855.789
	6.04045	14.3604	8.80905
b0619	191.843	198.29	227.295
b0620	345.888	360.548	361.408
	655.081	641.51	514.906
b0621	837.617	990.968	897.688
	14.8057	16.9165	12.8644
b0622	242.317	263.12	292.112
	1089.72	816.389	1018.34
b0623	4530.81	4049.67	4630.76
	388.61	317.921	393.083
b0624	288.275	301.409	326.316
	91.3881	86.4168	87.5148
b0625	898.81	902.051	854.689
b0626	483.118	520.387	539.434
	1273.02	1191.41	955.791
b0627	1524.58	1904.95	1821.93
	111.546	74.9239	87.6231
b0628	1012.72	1236.77	1220.27
	168.165	162.87	134.257
b0629	123.279	165.574	154.91
	60.6547	63.6224	59.2455
b0630	737.247	804.26	789.127
	963.626	877.541	760.174
b0631	1237.79	1241.63	1429.81
	908.665	637.348	487.603
b0632	1909.22	1990.37	2020.7
	1079.88	852.474	927.013
b0633	1382.05	1461.62	1478.75
b0634	1213.97	1315.01	1207.5
b0635	477.815	455.902	479.773
	1243.59	1076.86	1267.9
b0636	1679.79	1623.79	1764.04
b0637	2081	1969.7	2126.82
	1050.93	850.11	925.932
b0638	302.633	265.565	272.976
b0639	1689.46	2007.46	2321.33
b0640	1566.88	1363.85	1194.82
b0641	1900.87	1937.18	1840.73
b0642	2506.37	2759.46	2936.93
	468.835	374.761	394.871
b0643	1448.71	1370.52	1369.16
	1141.93	763.436	985.338
b0644	60.2457	50.0897	65.8509
	50.1459	52.1534	45.1759
b0645	15.7016	26.3783	42.0845
b0646	32.3493	31.1106	35.5562
	7.50336	19.4671	24.6466
b0647	62.8173	77.7202	73.5781
	126.657	108.071	96.3756
b0648	277.115	306.534	302.458
b0649	90.6033	90.6564	103.7
	245.201	182.465	201.675
b0650	293.54	304.691	310.741
	8.33531	7.80654	14.8079
b0651	535.812	504.866	505.161
	46.7346	44.7795	28.8923
b0652	577.753	530.739	606.142
b0653	618.203	521.657	555.336
b0654	622.51	607.871	621.45
	665.728	473.238	484.361
b0655	2377.82	2204.43	2234.95
	3457.1	3124.99	2786.82
	205.658	169.635	163.366
b0657	1034.01	1039.8	993.524
b0658	2385.03	2276.57	2336.29
	2649.72	2252.35	1941.79
b0659	1839.33	1684.69	1788.09
b0660	2282.17	2232.3	2272.28
	330.094	276.036	143.173
b0661	1306.19	1269.97	1288.56
	962.43	823.18	718.29
b0662	769.962	729.909	753.979
	249.995	195.266	221.696
b0663	131.384	154.2	161.826
b0664	2818.44	2663.48	2868.59
b0665	2587.58	2555.77	2710.41
b0666	2812.38	2902.45	2826.11
b0667	113.741	121.525	132.544
b0668	2797.49	2931.41	3088.39
b0669	103.21	122.071	147.647
b0671	145.886	159.315	189.836
b0672	2794.72	2936.98	2865.34
b0673	3079.2	2731.15	3273.27
	185.583	172.062	174.189
	561.085	679.056	767.059
b0674	803.073	878.6	888.395
	105.009	134.215	142.886
b0675	1041.78	1006.24	985.654
	604.523	469.203	580.73
b0676	1066.73	1038.51	1122.28
b0677	966.551	1042.69	1044.4
	162.342	136.288	122.982
b0678	629.489	540.804	610.988
	92.7039	95.7251	114.905
b0679	545.924	564.144	618.137
	1501.91	1485.55	1176.55
b0680	1406.18	1245.09	1367.75
	20.5111	25.5867	19.707
b0681	295.356	327.316	314.674
	200.407	190.449	173.847
b0682	352.412	401.335	373.673
	1041.19	976.726	885.789
b0683	3415.77	3543.99	3875.66
	3367.83	3700.03	3911.26
b0684	2740.32	2817.03	2825.95
	870.912	773.423	762.313
b0685	687.907	663.735	676.091
	332.381	366.635	349.546
b0686	624.725	575.562	556.913
	107.15	107.364	119.608
b0687	3465.13	3669.44	3560.18
b0688	1192.3	1081.51	1131.1
	263.768	218.523	227.404
b0689	152.025	147.352	125.741
	139.876	131.295	108.768
b0690	223.737	236.35	245.394
	69.5736	73.0841	85.5542
b0691	136.86	149.422	154.772
	50.1134	48.3786	40.9707
b0692	76.1203	93.9907	113.228
b0693	263.604	230.966	273.59
	30.339	31.1779	34.3004
b0694	709.484	634.05	607.083
b0695	643.054	603.257	641.704
b0696	925.517	1026.61	984.342
b0697	58.9146	58.3638	66.2915
b0698	161.215	178.6	193.131
	219.29	184.675	185.964
b0699	724.653	737.017	787.594
	41.2901	31.1341	24.8673
b0700	-62.3156	-72.4925	-256.466
b0702	58.1364	49.9619	25.7955
	100.255	109.813	91.2657
b0703	180.843	186.206	170.159
b0704	129.189	133.648	137.692
	26.3336	26.3904	27.0591
b0705	31.7644	45.2304	39.0297
	7.13076	2.45163	-0.281894
b0706	39.7752	38.3952	29.6999
	-13.6032	-5.63269	-26.477
b0707	1288.64	1435.73	1329.89
b0708	650.135	684.485	689.066
	759.797	611.631	657.093
b0709	832.437	913.974	962.69
	-247.231	-235.634	-244.573
b0710	2090.9	1961.37	1997.36
b0711	1195.09	1256.29	1227.38
b0712	1092.6	1081.13	1126.33
b0713	1028.14	1145.28	1100.18
	235.128	152.717	189.409
b0714	795.09	973.562	927.389
b0715	323.773	363.043	295.169
	283.027	250.379	259.159
	9.23615	13.3596	-2.74509
b0716	46.3239	55.8609	64.638
b0717	130.373	155.947	125.421
b0718	233.46	310.243	291.839
	28.4614	24.7695	48.3954
b0719	54.761	56.5114	46.59
	96.169	78.5207	99.9225
b0720	4733.95	4497.09	4902.25
	3144.8	2617.05	2655.47
b0721	3485.62	3380.98	3654.98
b0722	4415.86	4283.3	4457.28
b0723	5290.65	4986.41	5343.99
b0724	2295.15	2111.56	2046.61
	1945.87	1664.62	1796.79
b0725	4106.97	4213.25	4367.68
b0726	4738.67	4985.54	4616.57
b0727	5864.51	6093.3	6035.37
	4185.06	4462.18	5300.86
b0728	7259.15	7003.81	6678.96
b0729	3487.74	3350.17	3254.34
	17.6855	23.8118	35.6711
b0730	676.94	631.538	580.168
	210.152	149.777	172.152
b0731	149.886	180.545	154.353
b0732	152.92	152.793	192.045
	901.526	861.716	852.986
b0733	1932.1	1717.5	1583.52
b0734	2302.18	2152.81	2007.38
	1135.49	1038.35	1094.05
b0735	704.529	660.045	621.975
	281.394	274.091	156.367
b0736	1916.01	1769.47	1782.79
b0737	1261.62	1178.49	1161.42
b0738	1271.72	1209.74	1255.4
	602.58	495.053	421.725
b0739	1439.88	1316.62	1398.66
	1302.58	1135.82	1030.04
b0740	4347.92	4170.3	4189.71
	1033.36	846.376	884.968
b0741	5963.66	5786.2	6161.85
b0742	3481.53	3289.88	3587.27
	3025.88	2793.45	2969.63
b0743	6644.95	5884.41	5963.64
	182.462	102.623	89.4245
b0744	6452.42	5540.61	5855.75
b0745	5681.29	4897.32	4275.2
	2982.51	2480.29	1793.13
b0746	6256.1	5837.72	6529.77
b0747	7352.51	5877.65	6170
	1974.12	1542.13	1187.95
b0748	6090.05	5637.94	5620.56
	5756.78	5418.67	5880.85
b0749	6570.55	6274.44	5838.34
	1205.71	1167.66	1217.28
b0750	2086.96	1884.11	1880.96
b0751	1638.81	1308.57	1328.88
b0752	282.407	300.57	310.525
	28.8061	29.0919	19.5836
	19.9448	16.4094	19.4895
b0753	1075.11	1103.26	1022.76
	410.721	472.436	542.567
b0754	4245.92	5027.75	5235.44
	212.886	166.154	171.993
b0755	2230.15	2586.93	2775.29
	730.937	687.714	807.859
b0756	1560.2	1549.03	1607.02
b0757	2105.31	2508.99	2530.15
b0758	633.105	674.758	694.466
b0759	1376.22	1493.83	1496.49
	117.587	103.083	127.073
b0760	598.554	536.031	571.054
	1223.37	1167.41	1227.73
b0761	733.742	867.251	810.389
	166.793	203.594	214.77
b0762	838.36	793.578	892.358
	13.9375	10.8889	9.38721
b0763	558.805	633.317	576.759
b0764	334.425	330.147	399.167
b0765	231.245	233.419	237.605
b0766	697.7	645.443	698.757
	725.567	609.539	445.555
	591.884	579.738	576.088
b0767	1762.93	1723.96	1798.05
	144.248	92.9289	122.532
b0768	94.47	89.8596	109.098
	2961.83	2660.14	2852.49
b0769	130.993	188.207	127.579
	7.34757	7.50539	5.52534
b0770	74.5833	108.786	76.3411
	5.29012	3.75985	2.30414
b0771	178.293	198.039	173.485
	171.763	171.562	187.297
b0772	2079.85	2000.94	1771.94
	456.473	406.862	341.326
b0773	858.709	762.964	838.457
	328.556	269.903	353.899
b0774	1789.16	1919.52	1926.18
	35.9496	31.807	33.6982
b0775	1692.41	1794.77	1889.25
b0776	593.278	575.601	647.745
b0777	656.055	619.123	633.878
b0778	700.419	627.092	692.962
	308.733	249.934	230.162
b0779	1184.33	1242.31	1440.72
	722.882	552.184	505.563
b0780	528.914	499.092	541.199
	36.7569	34.8673	34.1182
b0781	1700.21	1800.33	1688.99
b0782	2135.16	2204.93	2051.3
b0783	2172.92	2113.3	2009.55
b0784	2025.12	1886.37	2054.83
b0785	1415.71	1341.4	1353.64
	119.104	95.7989	74.4067
b0786	1976	1556.95	1694.18
	43.724	33.9459	63.1338
b0787	54.5989	37.2597	56.2823
	40.7173	39.4372	41.8319
b0788	176.302	185.829	179.147
b0789	438.105	430.552	415.549
b0790	493.686	529.883	563.881
	182.465	168.753	215.119
b0791	548.988	616.921	568.522
b0792	255.914	285.898	261.971
	244.676	209.682	174.333
b0793	623.51	696.966	627.369
b0794	233.77	222.074	253.942
b0795	582.081	576.491	607.963
b0796	321.965	301.991	321.679
	108.354	90.8346	104.965
b0797	429.086	459.348	483.698
	63.4981	48.166	59.4712
b0798	242.211	305.658	257.97
	191.228	170.534	217.178
b0799	266.783	282.42	273.757
b0800	1113.93	1026.96	1066.46
	57.5075	38.2922	42.0571
b0801	2224.07	1985.48	2099.82
	138.533	119.175	152.089
b0802	591.656	606.79	615.304
	254.762	211.912	186.194
b0803	218.861	228.992	257.014
	105.36	76.5134	60.7148
b0804	241.067	228.101	222.053
b0805	399.763	401.534	339.386
	514.749	435.222	449.013
b0806	1336.87	1477	1305.92
	13.0965	12.7834	9.94993
b0807	826.937	744.59	686.138
b0808	248.859	273.969	216.951
	99.109	78.9001	94.5086
	755.233	530.501	425.772
b0809	2325.01	2254.24	2129.63
b0810	2061.94	1823.26	1759.51
	1838.01	1496.5	1351.62
b0811	4621.56	4571.57	4614.68
	1569.86	1267.6	773.205
b0812	6729.73	6002.4	6296.97
	13.4508	19.2225	10.0964
b0813	263.088	258.49	263.785
	111.146	37.8041	68.531
b0814	5609.32	5033.26	5281.98
	71.1751	81.8442	108.854
b0815	250.786	237.139	284.559
	225.116	250.441	361.682
b0816	94.2983	112.893	106.9
	87.8539	87.2239	78.487
b0817	1223.72	1280.96	1232.51
b0818	379.819	428.576	420.89
	55.9344	49.7147	56.1331
b0819	1709.01	1774.3	1725.07
	167.083	176.959	216.374
b0820	1090.69	966.642	1065.3
	97.1122	95.174	98.9236
b0821	630.669	605.803	642.926
	110.461	110.468	148.985
b0822	831.378	728.631	769.424
	30.9852	20.845	30.1546
b0823	1055.63	1073.22	1079.12
b0824	588.263	605.84	584.268
	200.691	173.881	188.648
b0825	837.591	923.738	843.31
	139.561	134.646	100.902
b0826	325.011	318.87	352.507
b0827	619.242	631.124	627.844
	303.587	319.591	318.638
b0828	1287.51	1199.73	1268.45
b0829	1229.47	1259.61	1261.06
b0830	760.502	805.706	840.29
b0831	395.825	423.194	415.344
b0832	340.775	377.919	376.249
	219.712	187.229	192.921
b0833	400.627	428.68	414.517
b0834	530.949	639.108	563.678
	127.652	112.151	128.858
b0835	1128.44	1188.27	1280.12
	92.5376	82.5271	79.092
b0836	177.316	207.176	204.578
	22.7262	23.1671	14.4637
b0837	712.415	680.345	696.649
b0838	1381.4	1353.07	1368.79
	878.905	733.593	539.963
	182.217	154.729	179.854
b0839	1305.51	1150.76	1172.56
	145.181	137.633	126.138
b0840	573.923	495.058	461.751
	491.417	440.556	468.047
b0841	1121.33	1203.97	1024.01
	399.759	343.893	364.578
b0842	817.825	932.841	814.991
	109.375	101.905	112.86
b0843	263.503	250.784	243.609
	196.483	170.998	220.007
b0844	393.078	338.204	299.578
b0845	580.898	529.383	541.701
	88.9303	101.333	121.286
b0846	203.727	217.969	217.263
	134.689	130.185	105.786
b0847	1046.6	1061.69	1011.41
	268.783	251.606	227.227
b0848	619.561	708.94	698.568
	106.25	91.9225	66.6753
b0849	555.031	584.923	566.708
	180.257	175.055	218.201
b0850	1267.97	1283.4	1273.02
b0851	1564.85	1466.65	1500.2
	997.823	757.612	799.678
b0852	508.816	439.018	497.119
	188.313	125.682	112.049
b0853	758.861	724.12	743.486
	1377.61	1078.08	1067.77
b0854	1733.29	1649.39	1731.9
b0855	610.619	585.974	579.673
b0856	855.599	802.613	794.605
b0857	871.045	948.12	955.472
	124.785	96.7516	87.3379
b0858	470.886	451.033	467.53
	974.168	856.057	960.631
b0859	380.758	340.081	354.919
	100.662	96.8942	150.093
b0860	3099.41	2471.25	2623.87
	77.9543	70.8684	55.2965
b0861	850.063	718.156	755.066
b0862	963.903	870.845	917.133
b0863	2063.27	2488.38	2567.98
b0864	1593.92	1778.31	1847.77
	275.554	225.006	230.413
b0865	1259.31	1343.81	1437.73
	330.017	270.256	183.124
b0866	853.099	895.572	921.879
b0867	454.525	497.578	513.99
b0868	448.306	477.626	474.952
	73.9164	67.475	84.4835
	207.19	179.642	92.535
b0869	954.897	1216.29	1029.94
b0870	1152.81	1219.87	1216.83
	1560.75	1361.37	1238.05
b0871	1437.78	1475.06	1483.21
	638.959	404.176	252.984
b0872	152.96	106.261	84.5657
b0873	120.446	125.88	119.03
	112.092	104.224	66.1514
b0874	534.12	616.753	588.649
	91.4863	80.3331	51.7698
b0875	295.244	458.911	438.64
	17.6404	15.4158	7.42063
b0876	535.803	634.494	523.334
b0877	1723.87	1609.45	1485.63
	160.611	128.122	109.634
	66.3759	56.6632	59.7818
b0878	658.453	606.162	671.86
b0879	1318.6	1633.43	1330.71
	727.961	645.71	602.108
b0880	2127.64	2100.91	1636.69
	194.259	114.98	136.282
b0881	3761.44	3827.55	3824.44
	287.455	248.862	285.888
b0882	2968.31	2781.8	2787.39
	1500.25	1468.74	1371.72
b0883	3592.45	3188.47	3524.69
	362.221	325.25	474.47
b0884	3913.55	4502.74	4575.69
	1433.13	1444.15	1477.21
b0885	505.565	410.301	421.835
	1025.73	759.553	934.343
b0886	733.328	662.084	663.605
b0887	652.344	606.919	573.201
	396.371	392.286	505.733
b0888	1409.3	1268.49	1390.15
	137.818	103.965	148.984
b0889	3147.64	2966.62	3132.62
	1079.63	855.511	750.296
b0890	1375.1	1440.27	1411.23
	1011.18	722.973	615.641
b0891	1626.25	1583.12	1552.71
b0892	701.321	657.736	683.766
	3381.14	3041.49	2067.27
b0893	1501.12	1180.37	1337.53
	150.3	161.405	120.818
b0894	97.0697	106.379	104.881
b0895	113.505	96.6496	93.1996
b0896	1102.58	1287.49	1152.43
	111.038	84.4278	51.9376
b0897	1440.31	1342.88	1413
	20.3886	20.4981	22.1419
b0898	764.781	807.327	756.964
b0899	69.4502	87.6943	73.6351
	8.6016	11.7811	14.0041
b0900	109.935	132.453	138.859
	20.4195	20.2931	29.1301
b0901	238.194	275.492	258.656
	85.2398	78.5795	78.1835
b0902	948.668	940.611	955.741
	209.893	182.162	224.788
b0903	2430.14	2393.76	2528.33
b0904	1793.14	1962.54	1890.74
	52.4697	38.8821	58.9765
b0905	720.829	761.403	763.767
	116.111	94.3931	117.305
b0906	498.207	618.043	574.94
	3509.83	2890.97	3209.17
b0907	3392.04	3345.3	3386.88
	2132.47	1628.71	1296.94
b0908	3200.49	3288.24	3354.54
	91.3063	69.7987	68.3922
b0909	277.205	334.224	306.381
	206.249	170.622	124.238
b0910	3213.15	3339.9	3529.54
	7363.27	5670.75	6056.5
b0911	6472.48	6279.92	6830.32
	3028.13	2679.36	2233
b0912	3502.14	3587.76	3891.21
	208.449	194.059	187.127
b0913	75.5441	82.4417	79.6392
	676.933	625.927	520.674
b0914	946.387	814.79	804.061
b0915	706.341	776.917	709.628
	279.171	254.283	306.804
b0916	156.2	160.934	168.804
	2999.86	2490.7	2358.76
b0917	2286.05	2353.41	2003.14
b0918	1753.09	1424.4	1441.26
	69.2005	47.8143	41.8389
b0919	620.225	615.1	556.063
b0920	692.87	759.419	713.297
	392.177	274.209	274.054
	306.179	259.908	281.238
b0921	1991.24	1880.44	1788.19
b0922	1320.72	1306.24	1331.76
b0923	2284.95	2405.27	2318.15
b0924	996.769	1075.14	1042.7
	612.464	478.076	457.306
b0925	1072.76	1051.44	1092.72
	1748.67	1511.95	1496.55
b0926	2839.57	2811.38	2892.21
b0927	1502.38	1436.82	1454.7
	92.9976	90.597	106.875
b0928	4568.07	4027.8	4333.92
	91.1991	70.0937	58.3139
b0929	8480.29	8486.1	8670.32
	50.4392	39.7262	31.1007
b0930	1487.19	1242.03	1285.93
	1320.17	984.593	743.141
b0931	1697.96	1379.52	1518.16
	513.166	407.975	236.409
b0932	1237.1	1122.29	1117.73
	303.058	321.265	364.108
b0933	349.32	383.899	391.803
b0934	826.949	758.836	793.614
b0935	731.164	833.416	775.567
b0936	372.251	487.039	403.391
b0937	215.895	272.804	234.496
	357.342	314.434	272.826
b0938	119.558	153.772	165.378
	2.02659	4.67961	3.13095
b0939	1251.41	1481.99	1350.53
b0940	130.302	139.771	148.764
b0941	130.547	166.182	185.112
b0942	412.3	593.476	529.581
b0943	261.019	273.438	270.571
b0944	219.26	254.124	247.801
	71.9267	82.3488	77.2049
b0945	1662.5	1565.7	1608.4
	43.5208	30.1005	25.9927
b0946	814.925	718.358	758.989
b0947	721.55	647.111	686.671
	192.506	146.8	154.58
	49.05	54.8152	67.7595
b0948	792.048	752.234	836.717
b0949	740.901	743.904	779.347
	613.679	513.795	566.387
b0950	483.868	455.796	390.734
b0951	630.273	621.414	617.091
b0952	566.896	550.25	545.971
	91.636	96.2066	78.1972
b0953	4749.84	6128.5	5885.42
	303.745	252.951	238.436
b0954	1917.35	1736.57	1668.59
	1149.78	1093.45	1290.99
b0955	1054.2	1023	993.563
	106.577	106.962	114.956
b0956	1118.02	1092.06	1074.96
	75.9841	65.3185	65.4395
b0957	7941.68	9391.83	8750.6
	4060.69	3962.55	4573.99
b0958	758.763	738.95	693.663
	72.2267	64.9757	85.9392
b0959	499.646	451.789	484.728
b0960	696.231	716.067	660.782
	223.577	210.005	119.295
b0961	971.514	849.987	926.37
	160.797	130.787	144.526
b0962	907.384	1068.49	1014.58
	69.1886	64.9005	75.2387
b0963	1558.15	1451.5	1632.54
	68.8039	64.9676	78.0383
b0964	394.398	416.693	407.276
	259.846	295.022	303.459
b0965	1111.48	919.76	976.813
	440.989	389.824	372.306
b0966	1411.94	1416.5	1418.55
b0967	1494.72	1619.16	1472.36
	624.472	570.044	617.093
b0968	610.618	613.427	632.313
b0969	485.969	423.399	461.663
	46.5797	45.4853	38.03
	331.753	203.985	250.707
