"Gene"	"M9 Glucose minus AAs"	"N limited Glucose minus AAs"	"M9 Glucose plus AAs"	"M9 Glycerol plus AAs"	"P limited Glucose plus AAs"
"EG11557"	0.73	1.03	1.60333333333	1.65666666667	0.71
"EG11558"	7.40666666667	7.37333333333	10.3066666667	5.07	4.69333333333
"EG11559"	5.61	5.43	6.57333333333	4.39666666667	4.76333333333
"EG11560"	8.71	10.0266666667	16.15	6.83666666667	6.00333333333
"EG11561"	0.876666666667	0.92	1.93666666667	1.54333333333	1.18666666667
"EG11562"	1.26	1.10666666667	1.51666666667	2.14333333333	1.38333333333
"EG11563"	1.31	0.893333333333	0.996666666667	1.72666666667	1.56
"EG11564"	2.99	2.28666666667	2.56	3.89	1.96
"EG11565"	2.39666666667	0.83	2.69333333333	2.35333333333	1.63333333333
"EG11566"	1.83	1.65666666667	1.80333333333	1.85333333333	1.46666666667
"EG11568"	19.3666666667	15.0366666667	11.37	16.8166666667	22.82
"EG11569"	364.89	367.32	284.38	314.55	363.47
"EG11570"	34.0933333333	37.0666666667	38.8433333333	23.0333333333	41.1233333333
"EG11571"	23.3966666667	22.6466666667	19.8333333333	18.9166666667	29.0866666667
"EG11572"	35.05	36.7433333333	39.77	20.6733333333	16.56
"EG11573"	28.34	26.3566666667	21.7233333333	16.6233333333	16.1066666667
"EG11574"	111.876666667	95.8333333333	61.1233333333	79.63	74.66
"EG11575"	980.266666667	819.87	151.566666667	276.916666667	86.7966666667
"EG11576"	680.32	549.086666667	101.023333333	179.036666667	48.48
"EG11577"	669.09	544.566666667	106.206666667	168.38	42.8566666667
"EG11578"	35.6133333333	38.6333333333	65.28	52.23	51.1566666667
"EG11579"	9.23	8.27666666667	8.19	9.81333333333	8.7
"EG11580"	103.583333333	91.8933333333	87.3533333333	132.443333333	203.04
"EG11581"	359.57	358.766666667	116.723333333	227.31	302.516666667
"EG11583"	1.86333333333	1.39666666667	1.48666666667	2.06666666667	6.73333333333
"EG11585"	551.34	428.27	486.003333333	715.706666667	1777.01666667
"EG11586"	407.346666667	304.473333333	326.833333333	525.166666667	1419.4
"EG11587"	425.626666667	325.24	345.206666667	487.766666667	1311.0
"EG11589"	441.78	334.003333333	312.29	514.0	1658.02333333
"EG11590"	495.703333333	428.56	372.84	582.126666667	1531.18666667
"EG11591"	97.7366666667	95.6133333333	60.9	55.9566666667	81.9366666667
"EG11592"	340.15	311.266666667	231.793333333	368.85	701.183333333
"EG11594"	8.15	7.65666666667	9.77333333333	8.67666666667	11.0766666667
"EG11595"	94.2533333333	87.7233333333	52.65	36.97	67.03
"EG11596"	163.46	113.143333333	62.0666666667	102.143333333	206.973333333
"EG11597"	67.69	51.1266666667	17.6633333333	41.58	81.2833333333
"EG11598"	157.476666667	131.753333333	68.5966666667	82.78	141.84
"EG11599"	30.6866666667	37.9	30.0233333333	19.2266666667	26.99
"EG11600"	52.89	45.9833333333	118.23	174.046666667	158.796666667
"EG11601"	126.393333333	138.44	165.006666667	108.126666667	52.49
"EG11602"	44.17	42.6733333333	34.5166666667	58.3566666667	68.7233333333
"EG11603"	32.6066666667	30.4666666667	33.4266666667	40.65	50.6433333333
"EG11604"	36.5333333333	39.8466666667	53.8066666667	50.39	53.1
"EG11605"	195.676666667	221.313333333	317.906666667	290.14	455.96
"EG11606"	22.0433333333	23.5166666667	25.4666666667	18.49	24.2033333333
"EG11607"	563.846666667	577.7	443.523333333	663.76	472.786666667
"EG11608"	70.0	62.3633333333	71.5066666667	82.9633333333	106.636666667
"EG11609"	98.1933333333	113.68	281.266666667	74.35	96.9766666667
"EG11610"	20.3366666667	28.7666666667	45.8033333333	11.3433333333	13.54
"EG11611"	8.74	10.38	3.44666666667	7.04	8.30333333333
"EG11612"	218.923333333	215.49	196.4	125.926666667	446.87
"EG11613"	3.51666666667	2.83666666667	3.18333333333	4.67333333333	6.59
"EG11614"	24.87	24.8266666667	27.3733333333	24.2466666667	32.1633333333
"EG11615"	26.57	21.77	28.7666666667	38.4233333333	56.8933333333
"EG11616"	38.3266666667	51.6533333333	49.1533333333	50.03	85.78
"EG11617"	6.52333333333	7.14666666667	3.77	7.16333333333	11.69
"EG11618"	43.0733333333	42.0466666667	52.33	40.5266666667	58.8966666667
"EG11619"	81.5766666667	76.8233333333	74.9466666667	59.2333333333	104.976666667
"EG11620"	375.673333333	389.023333333	211.386666667	210.12	375.77
"EG11621"	167.25	90.24	40.69	78.3733333333	157.52
"EG11622"	10.2766666667	10.4333333333	11.08	8.88666666667	13.1766666667
"EG11623"	18.84	15.5166666667	127.22	174.193333333	14.8933333333
"EG11624"	117.5	115.646666667	66.4066666667	151.33	281.56
"EG11625"	154.416666667	140.35	102.213333333	272.91	460.483333333
"EG11626"	53.9433333333	47.5166666667	32.9633333333	68.0333333333	151.15
"EG11627"	55.9366666667	60.8933333333	40.92	55.1333333333	99.41
"EG11628"	470.42	418.086666667	36.18	84.23	59.4766666667
"EG11629"	108.813333333	114.85	15.42	70.1966666667	234.323333333
"EG11630"	43.2866666667	43.3866666667	8.06	19.3666666667	68.5566666667
"EG11631"	17.81	21.51	4.63	9.39666666667	28.98
"EG11632"	19.0266666667	20.82	5.14333333333	9.04666666667	25.0066666667
"EG11634"	2.34333333333	3.06333333333	2.09333333333	3.17666666667	4.46666666667
"EG11635"	2.24333333333	1.66666666667	2.87	2.59333333333	4.46333333333
"EG11636"	19.1233333333	18.4933333333	15.1633333333	9.21	57.2
"EG11637"	26.8133333333	28.8466666667	19.63	20.6566666667	54.7233333333
"EG11639"	67.3333333333	81.32	20.7433333333	37.39	87.5166666667
"EG11640"	11.5333333333	12.3833333333	13.2766666667	27.63	26.7333333333
"EG11643"	9.16333333333	11.23	5.44333333333	13.66	11.6933333333
"EG11644"	10.9366666667	11.5166666667	1.11666666667	8.97666666667	163.373333333
"EG11645"	10.92	10.9833333333	5.15	9.37333333333	30.2066666667
"EG11646"	0.493333333333	0.453333333333	0.403333333333	2.81333333333	0.206666666667
"EG11647"	292.176666667	274.826666667	257.4	255.453333333	196.886666667
"EG11648"	34.6166666667	33.4066666667	31.0566666667	70.97	75.3733333333
"EG11649"	29.0633333333	25.57	35.05	45.4966666667	37.7666666667
"EG11650"	133.53	131.673333333	120.333333333	128.23	333.816666667
"EG11651"	28.54	29.4533333333	33.51	18.0566666667	51.49
"EG11652"	50.6433333333	51.1733333333	37.2433333333	34.64	42.69
"EG11653"	53.2666666667	55.01	50.9833333333	43.23	39.7366666667
"EG11654"	359.13	379.643333333	362.423333333	508.466666667	13.6766666667
"EG11656"	265.54	293.433333333	269.46	354.286666667	10.7666666667
"EG11657"	25.38	23.1366666667	22.5933333333	34.5233333333	36.7366666667
"EG11658"	1.12333333333	1.29666666667	1.45333333333	3.10666666667	2.15
"EG11659"	185.583333333	156.773333333	184.656666667	202.883333333	176.353333333
"EG11660"	52.88	60.99	45.4766666667	142.433333333	9.73666666667
"EG11661"	82.3266666667	93.46	100.513333333	259.913333333	24.9133333333
"EG11662"	5.47666666667	5.46	2.36333333333	6.67333333333	27.7366666667
"EG11663"	982.566666667	1025.15	1124.09333333	766.923333333	967.54
"EG11664"	74.6333333333	62.1866666667	87.0966666667	55.7333333333	80.1966666667
"EG11665"	55.3033333333	54.6066666667	48.08	39.3933333333	47.1966666667
"EG11666"	138.143333333	118.09	47.09	75.4866666667	155.073333333
"EG11667"	6.58	6.03	8.80666666667	12.36	7.70666666667
"EG11668"	12.06	12.2433333333	10.5966666667	24.4933333333	10.44
"EG11669"	1.45333333333	1.65333333333	1.41666666667	2.11333333333	1.45666666667
"EG11670"	0.87	0.64	0.346666666667	0.683333333333	0.616666666667
"EG11671"	1.49333333333	1.43666666667	1.4	1.9	2.29666666667
"EG11672"	2.47333333333	1.91333333333	2.16333333333	1.91	3.77
"EG11673"	35.2166666667	41.0966666667	43.14	21.6433333333	18.49
"EG11674"	80.8	75.67	61.2633333333	79.88	69.31
"EG11675"	249.393333333	216.326666667	328.1	294.11	259.273333333
"EG11676"	130.8	110.66	154.276666667	119.963333333	239.853333333
"EG11677"	182.513333333	145.393333333	71.3733333333	90.0066666667	68.2566666667
"EG11678"	4.73	4.73	7.31666666667	5.24333333333	4.15333333333
"EG11679"	35.5633333333	36.5966666667	29.5066666667	37.3033333333	27.01
"EG11680"	187.656666667	179.37	169.326666667	187.63	217.58
"EG11681"	967.253333333	922.996666667	672.933333333	991.233333333	1782.07666667
"EG11682"	323.096666667	303.326666667	260.573333333	296.516666667	570.466666667
"EG11683"	7.15	6.49333333333	10.93	18.0066666667	11.3866666667
"EG11684"	68.0133333333	54.37	84.2166666667	110.806666667	84.45
"EG11685"	7.69	6.78333333333	8.95333333333	9.96666666667	8.34333333333
"EG11686"	3.19	3.23	4.77	3.35666666667	3.00333333333
"EG11687"	1.52666666667	1.11333333333	0.843333333333	1.12333333333	1.65666666667
"EG11688"	44.14	43.7133333333	31.7433333333	71.3066666667	131.876666667
"EG11689"	16.97	19.67	9.54666666667	10.4833333333	12.16
"EG11690"	18.17	15.68	27.1566666667	15.19	21.15
"EG11691"	1.05333333333	1.13666666667	1.75	2.14	2.17
"EG11692"	12.1	11.5166666667	18.4833333333	16.8666666667	6.78333333333
"EG11693"	0.856666666667	0.68	4.68333333333	4.03	3.23333333333
"EG11694"	7.45333333333	9.84666666667	33.9366666667	22.8866666667	9.59666666667
"EG11695"	20.66	22.3366666667	21.1866666667	19.7266666667	26.88
"EG11696"	11.7833333333	12.01	11.5933333333	14.68	21.4433333333
"EG11697"	18.9733333333	18.1766666667	22.12	20.8566666667	17.46
"EG11698"	253.516666667	205.003333333	206.746666667	348.6	247.136666667
"EG11699"	2307.69333333	1898.15	2502.2	4139.56666667	6196.1
"EG11700"	144.13	160.946666667	288.506666667	103.93	185.34
"EG11701"	97.0	107.486666667	55.9	64.4966666667	62.5133333333
"EG11702"	68.5866666667	71.3833333333	52.6366666667	53.0933333333	83.1133333333
"EG11703"	198.27	196.78	166.893333333	194.2	251.923333333
"EG11704"	179.483333333	171.363333333	180.356666667	168.326666667	201.726666667
"EG11705"	3.93	3.25666666667	4.11666666667	4.75666666667	4.08333333333
"EG11706"	1.02333333333	1.40333333333	1.29	1.48666666667	2.0
"EG11707"	3.8	3.76	3.11333333333	6.28666666667	5.66666666667
"EG11708"	4.07	3.84333333333	4.64666666667	3.94	4.05
"EG11709"	2.36	1.62333333333	2.00333333333	1.27333333333	1.43666666667
"EG11710"	1.47	1.77666666667	2.74333333333	2.42	2.28333333333
"EG11711"	2.98333333333	4.23	2.73333333333	3.99666666667	3.23
"EG11712"	134.436666667	135.116666667	132.743333333	164.843333333	208.83
"EG11713"	32.0466666667	33.4266666667	38.4833333333	35.3933333333	43.9166666667
"EG11714"	3.73	3.43666666667	2.85666666667	4.64	5.74666666667
"EG11719"	20.2266666667	22.4133333333	30.3233333333	17.9733333333	16.1633333333
"EG11720"	4.09	5.64333333333	4.96333333333	5.73333333333	2.73333333333
"EG11721"	24.05	24.0066666667	26.2066666667	21.4	24.86
"EG11722"	27.7066666667	26.4233333333	85.63	26.03	52.78
"EG11723"	87.5333333333	83.6533333333	98.31	119.076666667	271.11
"EG11724"	186.873333333	229.696666667	140.163333333	73.4966666667	69.1766666667
"EG11725"	43.6566666667	44.99	43.79	43.7566666667	39.9066666667
"EG11726"	23.4933333333	30.1033333333	25.6666666667	29.03	23.5133333333
"EG11727"	13.3333333333	17.8766666667	16.06	26.25	16.0066666667
"EG11728"	6.03333333333	6.28333333333	9.88666666667	7.11	7.39
"EG11729"	2.7	2.46333333333	3.30333333333	3.98333333333	2.57333333333
"EG11730"	23.76	23.47	49.34	20.9	33.5966666667
"EG11731"	28.5166666667	24.7	139.096666667	32.9233333333	50.85
"EG11732"	14.0266666667	13.54	39.27	14.27	12.7133333333
"EG11733"	61.7633333333	59.1333333333	198.836666667	62.6733333333	80.3833333333
"EG11734"	134.056666667	125.423333333	25.6333333333	79.61	545.76
"EG11735"	192.56	187.396666667	126.12	91.5	98.4033333333
"EG11736"	99.4533333333	106.563333333	134.16	92.5266666667	120.36
"EG11737"	168.15	99.7333333333	60.7333333333	73.4366666667	122.276666667
"EG11738"	249.376666667	227.263333333	105.71	288.61	273.45
"EG11739"	4.26666666667	3.67666666667	2.96	4.21	7.15666666667
"EG11740"	9.24333333333	7.22	8.25	11.6	13.0466666667
"EG11741"	1.39333333333	1.70666666667	0.88	2.12666666667	0.253333333333
"EG11742"	37.3333333333	34.78	12.9366666667	22.5666666667	8.32333333333
"EG11743"	70.5666666667	58.1166666667	28.27	59.4666666667	17.15
"EG11744"	68.6866666667	62.09	27.73	56.27	12.32
"EG11746"	426.3	382.173333333	499.383333333	479.4	449.743333333
"EG11747"	562.763333333	523.9	428.676666667	354.313333333	331.77
"EG11748"	10.2566666667	13.2366666667	16.4866666667	8.79333333333	13.9833333333
"EG11749"	14.2533333333	17.9333333333	20.5133333333	11.9766666667	16.1766666667
"EG11750"	10.2266666667	13.6366666667	16.6666666667	11.54	12.0
"EG11751"	93.5133333333	91.6433333333	14.63	52.2133333333	368.203333333
"EG11752"	67.8033333333	88.6166666667	9.96666666667	35.05	291.92
"EG11753"	72.82	77.7333333333	36.1333333333	81.9633333333	25.9466666667
"EG11754"	17.5066666667	17.81	16.19	17.7733333333	19.5566666667
"EG11757"	46.38	47.2233333333	38.9566666667	40.1133333333	87.7566666667
"EG11758"	44.2533333333	39.81	31.3566666667	41.8666666667	110.163333333
"EG11759"	67.8533333333	64.34	72.2366666667	98.4466666667	67.4966666667
"EG11760"	2.64333333333	3.44666666667	3.32	3.41	1.65333333333
"EG11761"	41.9566666667	37.3433333333	25.21	65.4366666667	52.19
"EG11762"	49.2133333333	53.46	32.51	46.8933333333	74.69
"EG11763"	3.29	4.47666666667	1.63333333333	1.75666666667	1.39666666667
"EG11764"	4.22666666667	2.87666666667	2.0	6.00666666667	20.2
"EG11765"	5.88	8.22333333333	6.25333333333	13.0666666667	36.9833333333
"EG11766"	6.80333333333	7.17666666667	11.0266666667	6.26666666667	11.6866666667
"EG11767"	61.8633333333	59.6233333333	54.2866666667	53.03	39.3066666667
"EG11768"	11.51	11.41	16.59	9.21	12.7533333333
"EG11769"	10.0566666667	18.15	12.83	4.8	9.33333333333
"EG11770"	0.386666666667	0.506666666667	0.243333333333	0.143333333333	0.53
"EG11773"	103.5	116.626666667	121.266666667	167.676666667	74.8033333333
"EG11774"	122.116666667	133.25	152.833333333	192.163333333	100.156666667
"EG11775"	93.14	87.4966666667	74.9133333333	65.1233333333	35.23
"EG11776"	58.1333333333	53.24	51.4966666667	62.4133333333	48.6133333333
"EG11777"	1.85666666667	2.26	0.606666666667	1.85333333333	1.06666666667
"EG11778"	2.87666666667	1.36	0.993333333333	0.506666666667	0.643333333333
"EG11779"	128.17	134.776666667	76.2333333333	138.856666667	116.27
"EG11780"	3.23333333333	3.82333333333	3.01666666667	3.26333333333	9.65666666667
"EG11781"	6.64666666667	6.77	8.96333333333	4.36333333333	4.56333333333
"EG11782"	304.606666667	316.91	439.196666667	304.383333333	260.426666667
"EG11783"	77.4133333333	74.7366666667	128.303333333	110.426666667	100.483333333
"EG11784"	181.48	241.93	4249.33666667	58.54	448.22
"EG11785"	14.31	17.1833333333	13.3833333333	14.9866666667	18.4466666667
"EG11786"	101.033333333	95.8966666667	115.48	120.99	103.786666667
"EG11787"	6.26333333333	5.83666666667	5.55666666667	4.62	7.39333333333
"EG11788"	4.17666666667	4.45333333333	4.59666666667	3.00666666667	5.48666666667
"EG11789"	3.81	4.28	3.81333333333	2.49666666667	3.77
"EG11790"	2.14666666667	2.44	1.63	1.44333333333	3.65
"EG11791"	1.38333333333	1.77333333333	0.356666666667	5.51	0.503333333333
"EG11792"	1.19	1.62	1.71333333333	1.48666666667	1.24666666667
"EG11793"	32.53	34.0533333333	35.8333333333	32.88	43.2433333333
"EG11794"	65.25	61.6866666667	59.3566666667	63.22	65.43
"EG11795"	36.8933333333	41.6833333333	48.0833333333	25.31	36.2566666667
"EG11796"	27.29	24.12	28.6166666667	47.1433333333	30.3633333333
"EG11797"	130.513333333	124.836666667	21.3233333333	99.15	1117.17
"EG11798"	5.2	5.33666666667	7.16666666667	5.98	7.17
"EG11799"	3.38	3.54	26.2833333333	21.83	28.8766666667
"EG11800"	2.87666666667	3.39	9.88333333333	12.3966666667	11.3266666667
"EG11801"	15.31	13.73	25.7033333333	41.56	45.0033333333
"EG11802"	35.1833333333	28.81	38.3166666667	56.0233333333	66.0266666667
"EG11803"	25.5266666667	18.3533333333	27.34	40.15	39.7533333333
"EG11804"	7.38	6.05666666667	6.58666666667	12.8466666667	15.1433333333
"EG11805"	21.8333333333	21.4666666667	27.15	33.0166666667	45.3866666667
"EG11806"	21.1133333333	21.8733333333	21.56	36.5866666667	21.6766666667
"EG11807"	125.423333333	150.31	88.1133333333	128.16	203.85
"EG11808"	185.44	195.946666667	253.426666667	160.14	197.923333333
"EG11809"	119.553333333	122.116666667	137.81	57.7966666667	37.37
"EG11810"	54.35	61.1166666667	100.036666667	595.643333333	822.27
"EG11811"	8.28333333333	8.75333333333	3.90333333333	8.05666666667	96.18
"EG11812"	1.61	2.33	1.96666666667	1.95	2.0
"EG11814"	2.61666666667	2.26333333333	2.11333333333	3.54	4.62333333333
"EG11815"	1.07666666667	0.873333333333	2.43666666667	1.23333333333	1.15
"EG11816"	118.533333333	123.69	114.036666667	89.69	79.76
"EG11817"	118.223333333	133.093333333	127.073333333	121.046666667	101.143333333
"EG11819"	342.98	362.176666667	267.116666667	144.12	167.023333333
"EG11820"	170.6	192.58	64.8966666667	220.57	90.54
"EG11821"	12.8566666667	65.45	11.1733333333	7.33	11.9366666667
"EG11822"	19.8166666667	22.79	4.97333333333	3.30333333333	20.6633333333
"EG11823"	69.4666666667	66.34	49.6266666667	57.3533333333	38.92
"EG11824"	57.7166666667	62.1933333333	83.3233333333	49.88	81.3633333333
"EG11825"	59.0166666667	62.2366666667	54.2066666667	50.0366666667	79.5433333333
"EG11826"	12.3333333333	10.5133333333	9.03666666667	11.9266666667	16.41
"EG11827"	9.15333333333	8.58	7.87333333333	7.02666666667	8.95666666667
"EG11828"	25.51	27.71	29.6533333333	26.5833333333	32.9666666667
"EG11829"	38.44	33.09	44.2833333333	50.54	53.0733333333
"EG11830"	145.633333333	138.276666667	134.606666667	117.586666667	87.7433333333
"EG11831"	83.4566666667	93.8666666667	70.8566666667	84.6566666667	58.01
"EG11832"	3.15666666667	4.27333333333	6.17666666667	2.94	2.24333333333
"EG11833"	18.1633333333	20.48	11.95	11.76	4.16666666667
"EG11835"	187.043333333	187.4	177.416666667	145.436666667	337.11
"EG11836"	71.49	76.5433333333	78.67	56.83	71.4666666667
"EG11837"	797.536666667	921.62	707.36	317.613333333	291.22
"EG11838"	9.43	11.8833333333	16.31	12.3133333333	6.44
"EG11839"	7.51333333333	11.19	13.5266666667	18.47	5.50666666667
"EG11840"	2.27	2.54666666667	1.89333333333	9.66	0.963333333333
"EG11841"	2.15	1.97	1.72333333333	1.96333333333	1.83
"EG11842"	2.52666666667	3.00666666667	2.27	3.44333333333	3.51333333333
"EG11843"	1.39	1.51333333333	1.43	2.39333333333	2.00666666667
"EG11844"	2.04666666667	1.71666666667	1.92666666667	3.44	4.02666666667
"EG11845"	7.70333333333	7.63	7.90666666667	17.2766666667	8.25666666667
"EG11846"	5.56333333333	5.05	2.09333333333	10.0066666667	5.27666666667
"EG11847"	3.06666666667	1.87	2.35666666667	6.53	2.37666666667
"EG11848"	4.14	4.19333333333	6.92333333333	8.24	9.55333333333
"EG11849"	31.97	30.39	35.1266666667	41.1233333333	28.1933333333
"EG11850"	53.4566666667	55.9233333333	72.8933333333	110.003333333	76.34
"EG11851"	40.91	41.0433333333	47.4966666667	52.2466666667	55.2933333333
"EG11852"	94.3866666667	108.54	94.2066666667	96.43	120.146666667
"EG11853"	108.773333333	106.623333333	95.4333333333	113.316666667	129.553333333
"EG11854"	0.833333333333	1.6	0.38	0.276666666667	0.39
"EG11855"	5.82666666667	8.18	12.09	12.2533333333	12.9
"EG11856"	28.1766666667	30.95	42.5333333333	35.8666666667	31.5633333333
"EG11857"	19.94	20.0633333333	27.9266666667	23.0066666667	22.5433333333
"EG11858"	68.8666666667	88.3666666667	108.54	60.09	40.46
"EG11859"	21.97	25.3766666667	23.31	22.1766666667	34.6833333333
"EG11860"	2.24333333333	2.91	4.27666666667	3.8	2.55
"EG11861"	1.64666666667	1.45333333333	1.84	1.96666666667	1.74333333333
"EG11862"	4.54	3.71333333333	4.71333333333	4.04333333333	5.27333333333
"EG11863"	1.19333333333	1.05333333333	1.0	0.916666666667	1.54333333333
"EG11864"	1.38333333333	0.826666666667	0.62	1.05	1.54
"EG11865"	3.28666666667	2.59333333333	3.73	2.97666666667	2.31333333333
"EG11866"	1.92	3.03666666667	3.04666666667	2.69	1.99666666667
"EG11867"	2.09	1.69666666667	1.76666666667	1.86	2.1
"EG11868"	1.04666666667	1.34333333333	1.67666666667	1.25666666667	1.32
"EG11869"	7.63	8.3	10.2966666667	7.54666666667	6.97
"EG11870"	34.2366666667	37.1566666667	43.5733333333	37.11	110.97
