"Object ID"	"Primary Name"	"Synonyms"
"G6757"	"ydcY"	"[ydcY, b1446, ECK1440]"
"EG11676"	"hslV"	"[hslV, yiiC, clpQ, htpO, b3932, ECK3924]"
"EG10673"	"ompT"	"[ompT, b0565, ECK0557]"
"G0-9383"	"sroC"	"[sroC, HB_314]"
"G6642"	"ymjA"	"[ymjA, b1295, ECK1290]"
"G6587"	"ymfI"	"[ymfI, b1143, ECK1129]"
"EG12032"	"psuT"	"[psuT, pscT, yeiM, b2164, ECK2157]"
"EG10674"	"oppA"	"[oppA, b1243, ECK1237]"
"G0-8861"	"sraA"	"[sraA, psrA3, t15]"
"G7633"	"agaW"	"[agaW, yhaZ, b3134, ECK3122]"
"G6513"	"yccM"	"[yccM, b0992, ECK0983]"
"G6939"	"spy"	"[spy, b1743, ECK1741]"
"EG11359"	"gspO"	"[gspO, hofD, hopD, hopO, yheC, b3335, ECK3322]"
"G0-8905"	"isrC"	"[isrC, IS102, b4435, ECK1992]"
"G6335"	"ybdR"	"[ybdR, b0608, ECK0602]"
"G6307"	"ybcQ"	"[ybcQ, quuD, b0551, ECK0543]"
"EG11841"	"yihO"	"[yihO, squO, b3876, ECK3869]"
"G198"	"yajL"	"[yajL, thiJ, b0424, ECK0418]"
"G0-10609"	"ryjB"	"[ryjB, b4624, ECK4431]"
"EG12415"	"gatB"	"[gatB, b2093, ECK2086]"
"G6177"	"ykgF"	"[ykgF, b0307, ECK0306]"
"EG12057"	"ccmC"	"[ccmC, yejT, yejU, b2199, ECK2191]"
"G6452"	"amiD"	"[amiD, ybjR, b0867, ECK0858]"
"G0-8881"	"rybA"	"[rybA, b4416, ECK0806]"
"G0-8888"	"ypfM"	"[ypfM, b4606, ECK4415]"
"G6123"	"yafX"	"[yafX, b0248, ECK0250]"
"EG11640"	"ydeE"	"[ydeE, ydeF, b1534, ECK1527]"
"EG11545"	"flgL"	"[flgL, flaT, b1083, ECK1068]"
"EG12330"	"thpR"	"[thpR, yadP, ligT, b0147, ECK0146]"
"G7250"	"fryB"	"[fryB, ypdH, b2387, ECK2383]"
"G0-10603"	"yrhD"	"[yrhD, b4612, ECK4421]"
"EG10600"	"groS"	"[groS, groES, mopB, b4142, ECK4136]"
"G7652"	"yhbU"	"[yhbU, b3158, ECK3146]"
"G0-8876"	"rydB"	"[rydB, tpe7, IS082, b4430, ECK1681]"
"G0-10461"	"ypdJ"	"[ypdJ, b4545, ECK2358]"
"EG12338"	"yagA"	"[yagA, b0267, ECK0268]"
"EG11354"	"emrA"	"[emrA, b2685, ECK2679]"
"EG10159"	"clpX"	"[clpX, lopC, b0438, ECK0432]"
"G0-8871"	"arcZ"	"[arcZ, psrA16, sraH, ryhA, b4450, ECK3199]"
"EG10569"	"manZ"	"[manZ, gptB, mpt, ptsM, ptsX, b1819, ECK1817]"
"EG12404"	"ychN"	"[ychN, b1219, ECK1213]"
"G7866"	"ytfE"	"[ytfE, dnrN, b4209, ECK4205]"
"G7410"	"mltB"	"[mltB, slt, b2701, ECK2696]"
"G0-9384"	"sroD"	"[sroD, p24]"
"EG12214"	"yhhN"	"[yhhN, b3468, ECK3452]"
"EG11303"	"ydfD"	"[ydfD, b1576, ECK1570]"
"EG11021"	"trkH"	"[trkH, b3849, ECK3841]"
"G6541"	"ycdY"	"[ycdY, b1035, ECK1021]"
"G0-8862"	"sraB"	"[sraB, psrA4, pke20, psrD, b4418, ECK1073]"
"EG10187"	"cysE"	"[cysE, b3607, ECK3597]"
"EG11985"	"wbbK"	"[wbbK, yefI, b2032, ECK2026]"
"EG12352"	"ppiC"	"[ppiC, parvA, b3775, ECK3767]"
"G7248"	"ypdF"	"[ypdF, b2385, ECK2381]"
"G0-9381"	"sroA"	"[sroA, tpe79]"
"EG11697"	"yidI"	"[yidI, b3677, ECK3668]"
"EG10779"	"pspD"	"[pspD, b1307, ECK1302]"
"EG10526"	"lacY"	"[lacY, b0343, ECK0340]"
"EG12052"	"ccmH"	"[ccmH, yejP, b2194, ECK2186]"
"G0-10695"	"sokX"	"[sokX, b4701, ECK4514]"
"EG10192"	"cysK"	"[cysK, ssi5, b2414, ECK2409]"
"EG11395"	"yijD"	"[yijD, b3964, ECK3956]"
"EG11297"	"dsbA"	"[dsbA, dsf, iarA, ppfA, b3860, ECK3852]"
"G6622"	"emtA"	"[emtA, ycgP, mltE, sltZ, b1193, ECK1181]"
"G0-8883"	"sdsR"	"[sdsR, tkpe79, ryeB, b4433, ECK1839]"
"EG11147"	"yffB"	"[yffB, b2471, ECK2466]"
"G7369"	"yfjR"	"[yfjR, b2634, ECK2630]"
"EG10590"	"metL"	"[metL, metM, b3940, ECK3932]"
"EG10485"	"hypC"	"[hypC, b2728, ECK2723]"
"EG12879"	"ybcJ"	"[ybcJ, b0528, ECK0521]"
"EG10193"	"cysM"	"[cysM, b2421, ECK2416]"
"G7645"	"yraQ"	"[yraQ, b3151, ECK3139]"
"EG10099"	"atpB"	"[atpB, papD, uncB, b3738, ECK3731]"
"EG11373"	"mltF"	"[mltF, yfhD, b2558, ECK2556]"
"G0-8879"	"ryfA"	"[ryfA, PAIR3b, tp1, b4440, ECK2518]"
"G7514"	"ygfF"	"[ygfF, yqfD, b2902, ECK2897]"
"G7275"	"yffN"	"[yffN, b2445, ECK2440]"
"EG10549"	"lysA"	"[lysA, b2838, ECK2836]"
"EG12195"	"torD"	"[torD, b0998, ECK0989]"
"EG11235"	"rhlE"	"[rhlE, b0797, ECK0786]"
"G7462"	"tas"	"[tas, ygdS, b2834, ECK2830]"
"EG11967"	"flgK"	"[flgK, flaS, b1082, ECK1067]"
"EG10246"	"mltD"	"[mltD, yafG, dniR, b0211, ECK0211]"
"G0-8874"	"csrC"	"[csrC, sraK, psrA21, ryiB, tpk2, IS198, b4457, ECK3858]"
"G7339"	"yphC"	"[yphC, b2545, ECK2542]"
"G7219"	"yfdG"	"[yfdG, gtrA, b2350, ECK2344]"
"EG10207"	"dapD"	"[dapD, ssa, b0166, ECK0164]"
"EG11070"	"dsbC"	"[dsbC, xprA, b2893, ECK2888]"
"G0-9385"	"sroE"	"[sroE, k20]"
"EG10079"	"aroG"	"[aroG, b0754, ECK0743]"
"G7181"	"yfbO"	"[yfbO, b2274, ECK2268]"
"EG10472"	"hyaE"	"[hyaE, b0976, ECK0967]"
"EG10950"	"slt"	"[slt, sltY, b4392, ECK4384]"
"G0-8865"	"ryeA"	"[ryeA, sraC, psrA8, tkpe79, IS091, b4432, ECK1838]"
"G7051"	"yedR"	"[yedR, b1963, ECK1961]"
"G6833"	"flxA"	"[flxA, b1566, ECK1560]"
"EG10066"	"argD"	"[argD, Arg1, dapC, dtu, b3359, ECK3347]"
"G7638"	"yraI"	"[yraI, b3143, ECK3131]"
"G0-9382"	"chiX"	"[chiX, sroB, rybC, micM, b4585, ECK4396]"
"EG11271"	"pheL"	"[pheL, pheAE, b2598, ECK2595]"
"G7884"	"yjgL"	"[yjgL, b4253, ECK4246]"
"G6333"	"dsbG"	"[dsbG, ybdP, b0604, ECK0598]"
"G7457"	"mltA"	"[mltA, ygdM, mlt, b2813, ECK2809]"
"G0-10696"	"eyeA"	"[eyeA, b4690, ECK4506]"
"G6960"	"ydjI"	"[ydjI, b1773, ECK1771]"
"G6698"	"ynaE"	"[ynaE, b1375, ECK1370]"
"EG10998"	"thrA"	"[thrA, thrA2, Hs, thrA1, thrD, b0002, ECK0002]"
"EG12169"	"ccmD"	"[ccmD, yojM, b2198, ECK2190]"
"G0-8904"	"isrB"	"[isrB, IS092, b4434, ECK1902]"
"EG12084"	"nuoC"	"[nuoC, nuoD, b2286, ECK2280]"
"G7694"	"yhdU"	"[yhdU, b3263, ECK3250]"
"EG11948"	"nrfE"	"[nrfE, yjcL, b4074, ECK4067]"
"G6662"	"mpaA"	"[mpaA, ycjI, b1326, ECK1322]"
"G0-10600"	"ryfD"	"[ryfD, b4609, ECK4418]"
"G6883"	"ydhI"	"[ydhI, b1643, ECK1639]"
"G6583"	"ymfE"	"[ymfE, b1138, ECK1124]"
"EG10550"	"lysC"	"[lysC, apk, b4024, ECK4016]"
"EG10758"	"ppiB"	"[ppiB, b0525, ECK0518]"
"G0-8880"	"rybB"	"[rybB, p25, b4417, ECK0837]"
"EG11774"	"nuoF"	"[nuoF, b2284, ECK2278]"
"G6743"	"insQ"	"[insQ, ydcM, b1432, ECK1426]"
"EG10416"	"grpE"	"[grpE, b2614, ECK2610]"
"G6171"	"rclC"	"[rclC, ykgB, b0301, ECK0301]"
"EG11554"	"stpA"	"[stpA, hnsB, b2669, ECK2663]"
"G6631"	"ychS"	"[ychS, b1228, ECK1222]"
"G6304"	"ninE"	"[ninE, b0548, ECK0539]"
"EG10208"	"dapE"	"[dapE, msgB, b2472, ECK2467]"
"G7284"	"eutJ"	"[eutJ, yffW, b2454, ECK2449]"
"EG10179"	"cyoB"	"[cyoB, b0431, ECK0425]"
"G6499"	"yccU"	"[yccU, b0965, ECK0956]"
"G6268"	"ybbN"	"[ybbN, b0492, ECK0486]"
"EG12045"	"radD"	"[radD, yejJ, yejI, yejH, b2184, ECK2178]"
"G6253"	"ylaC"	"[ylaC, b0458, ECK0452]"
"G6140"	"yagE"	"[yagE, b0268, ECK0269]"
"EG10205"	"dapA"	"[dapA, b2478, ECK2474]"
"EG11803"	"hybE"	"[hybE, b2992, ECK2986]"
"EG12092"	"nuoL"	"[nuoL, b2278, ECK2272]"
"G6159"	"ykgJ"	"[ykgJ, b0288, ECK0287]"
"EG10689"	"pcm"	"[pcm, b2743, ECK2738]"
"G7323"	"yfhM"	"[yfhM, b2520, ECK2516]"
"G0-16675"	"rzoQ"	"[rzoQ, b4689, ECK4503]"
"EG12155"	"kilR"	"[kilR, ydaD, kil, b1352, ECK1350]"
"EG10072"	"argT"	"[argT, b2310, ECK2304]"
"EG10248"	"dppA"	"[dppA, alu, dpp, fpp, b3544, ECK3531]"
"EG12089"	"nuoI"	"[nuoI, b2281, ECK2275]"
"G0-10595"	"yojO"	"[yojO, b4604, ECK4413]"
"G7055"	"hchA"	"[hchA, yzzC, yedU, b1967, ECK1963]"
"G6615"	"pliG"	"[pliG, ycgK, b1178, ECK1166]"
"G0-10432"	"ykfH"	"[ykfH, b4504, ECK0248]"
"EG11300"	"ydfA"	"[ydfA, b1571, ECK1565]"
"EG11337"	"lysP"	"[lysP, cadR, b2156, ECK2149]"
"G6104"	"ivy"	"[ivy, ykfE, b0220, ECK0221]"
"G6862"	"folM"	"[folM, ydgB, b1606, ECK1601]"
"EG12086"	"nuoE"	"[nuoE, b2285, ECK2279]"
"EG12333"	"yadS"	"[yadS, b0157, ECK0156]"
"EG12058"	"ccmB"	"[ccmB, yejV, b2200, ECK2192]"
"G6173"	"rclB"	"[rclB, ykgI, b0303, ECK0302]"
"EG11795"	"gcvA"	"[gcvA, b2808, ECK2803]"
"EG12182"	"yajG"	"[yajG, b0434, ECK0428]"
"EG10228"	"dicC"	"[dicC, ftsT, b1569, ECK1563]"
"EG10209"	"dapF"	"[dapF, b3809, ECK3804]"
"EG11570"	"djlA"	"[djlA, yabH, b0055, ECK0056]"
"EG10543"	"lpd"	"[lpd, dhl, lpdA, b0116, ECK0115]"
"EG12082"	"nuoA"	"[nuoA, b2288, ECK2282]"
"EG11928"	"yjbJ"	"[yjbJ, b4045, ECK4037]"
"EG10641"	"narJ"	"[narJ, b1226, ECK1220]"
"G0-10716"	"iroK"	"[iroK, b4706, ECK4518]"
"EG10328"	"folD"	"[folD, ads, b0529, ECK0522]"
"EG11677"	"modF"	"[modF, chlD, phrA, b0760, ECK0749]"
"G7899"	"yjgZ"	"[yjgZ, b4277, ECK4267]"
"EG10206"	"dapB"	"[dapB, b0031, ECK0032]"
"EG10240"	"dnaJ"	"[dnaJ, groP, grpC, b0015, ECK0015]"
"EG11810"	"gcvP"	"[gcvP, b2903, ECK2898]"
"EG10180"	"cyoC"	"[cyoC, b0430, ECK0424]"
"EG11312"	"yicR"	"[yicR, radC, b3638, ECK3628]"
"G6562"	"flgN"	"[flgN, b1070, ECK1055]"
"G7564"	"yqhD"	"[yqhD, b3011, ECK3003]"
"EG11149"	"gcvR"	"[gcvR, yffD, b2479, ECK2475]"
"EG11116"	"yceA"	"[yceA, b1055, ECK1040]"
"G7272"	"intZ"	"[intZ, b2442, ECK2437]"
"EG10088"	"asd"	"[asd, dap, hom, b3433, ECK3419]"
"EG12394"	"msrB"	"[msrB, yeaA, b1778, ECK1776]"
"EG10585"	"metF"	"[metF, b3941, ECK3933]"
"EG12093"	"nuoN"	"[nuoN, b2276, ECK2270]"
"G7606"	"ygjR"	"[ygjR, b3087, ECK3077]"
"EG12053"	"ccmG"	"[ccmG, yejQ, dsbE, b2195, ECK2187]"
"EG12209"	"crcB"	"[crcB, ybeI, b0624, ECK0617]"
"EG10371"	"gcvH"	"[gcvH, gcv, b2904, ECK2899]"
"G7505"	"ygfS"	"[ygfS, b2886, ECK2881]"
"G7101"	"wcaD"	"[wcaD, b2056, ECK2050]"
"EG11754"	"setA"	"[setA, yabM, b0070, ECK0072]"
"EG11389"	"fliT"	"[fliT, b1926, ECK1925]"
"EG10326"	"folA"	"[folA, tmr, tmrA, b0048, ECK0049]"
"EG12090"	"nuoJ"	"[nuoJ, b2280, ECK2274]"
"G7448"	"yqcA"	"[yqcA, b2790, ECK2784]"
"EG10593"	"mglB"	"[mglB, b2150, ECK2143]"
"G7398"	"ygaP"	"[ygaP, b2668, ECK2662]"
"EG11819"	"purU"	"[purU, ychI, tgs, b1232, ECK1227]"
"G7318"	"yfgJ"	"[yfgJ, b2510, ECK2506]"
"G6830"	"ydfT"	"[ydfT, quuQ, b1559, ECK1553]"
"G7806"	"tatA"	"[tatA, yigT, mttA1, b3836, ECK3830]"
"EG10156"	"clpA"	"[clpA, lopD, b0882, ECK0873]"
"EG11442"	"gcvT"	"[gcvT, b2905, ECK2900]"
"EG12087"	"nuoG"	"[nuoG, b2283, ECK2277]"
"G7174"	"elaA"	"[elaA, yfbC, b2267, ECK2261]"
"G6386"	"ybgP"	"[ybgP, b0717, ECK0706]"
"G6174"	"rclA"	"[rclA, ykgC, b0304, ECK0303]"
"EG10408"	"glyA"	"[glyA, b2551, ECK2548]"
"G7043"	"yedM"	"[yedM, yedN_1, b1935, ECK1933]"
"G6695"	"stfR"	"[stfR, ynaB, b1372, ECK1367]"
"EG11305"	"tatE"	"[tatE, ybeC, b0627, ECK0620]"
"EG12200"	"yegD"	"[yegD, b2069, ECK2063]"
"EG10327"	"folC"	"[folC, dedC, b2315, ECK2309]"
"EG12083"	"nuoB"	"[nuoB, b2287, ECK2281]"
"G7862"	"yjfZ"	"[yjfZ, b4204, ECK4200]"
"EG11973"	"yadV"	"[yadV, ecpD, b0140, ECK0139]"
"G7649"	"yhbQ"	"[yhbQ, b3155, ECK3143]"
"G6407"	"ybhP"	"[ybhP, b0790, ECK0779]"
"G6947"	"ydjZ"	"[ydjZ, b1752, ECK1750]"
"G6676"	"intR"	"[intR, ydaP, b1345, ECK1342]"
"G7808"	"tatB"	"[tatB, ysgB, mttA2, b3838, ECK3831]"
"EG11080"	"fkpB"	"[fkpB, slpA, yaaD, b0028, ECK0029]"
"EG11481"	"tatD"	"[tatD, b3841 (obsolete), yigX, b3840 (obsolete), mttC, yigW, b4483, ECK3833]"
"EG11773"	"nuoM"	"[nuoM, nuoA, b2277, ECK2271]"
"G7670"	"yhcD"	"[yhcD, b3216, ECK3206]"
"EG10473"	"hyaF"	"[hyaF, b0977, ECK0968]"
"EG11714"	"cbrA"	"[cbrA, yidS, b3690, ECK3682]"
"EG11094"	"sbcD"	"[sbcD, yajA, b0398, ECK0392]"
"G6815"	"ydfZ"	"[ydfZ, b1541, ECK1534]"
"G6317"	"tfaX"	"[tfaX, ylcE, b0563, ECK0555]"
"EG11479"	"tatC"	"[tatC, mttB, yigU, yigV, b3839, ECK3832]"
"G7716"	"fkpA"	"[fkpA, yzzS, b3347, ECK3334]"
"EG10926"	"sbcB"	"[sbcB, exoI, rmuA, cpeA, xonA, b2011, ECK2005]"
"EG10178"	"cyoA"	"[cyoA, b0432, ECK0426]"
"G6792"	"ydeQ"	"[ydeQ, b1502, ECK1495]"
"G6353"	"djlB"	"[djlB, ybeS, b0646, ECK0639]"
"EG11547"	"rnt"	"[rnt, b1652, ECK1648]"
"G6730"	"ynbD"	"[ynbD, b1411, ECK1404]"
"G6134"	"insH-1"	"[insH-1, trs5, trs5-1, yi52_1, b0259, ECK0261]"
"EG12193"	"cbpA"	"[cbpA, b1000, ECK0991]"
"EG10651"	"nfo"	"[nfo, b2159, ECK2152]"
"EG12091"	"nuoK"	"[nuoK, b2279, ECK2273]"
"G6614"	"ycgJ"	"[ycgJ, b1177, ECK1165]"
"EG11949"	"nrfF"	"[nrfF, yjcM, b4075, ECK4068]"
"EG11072"	"xseA"	"[xseA, xse, b2509, ECK2505]"
"G6453"	"ybjS"	"[ybjS, b0868, ECK0859]"
"G0-10452"	"ynfO"	"[ynfO, b4533, ECK1542]"
"EG10985"	"surA"	"[surA, b0053, ECK0054]"
"EG10927"	"sbcC"	"[sbcC, b0397, ECK0391]"
"EG12088"	"nuoH"	"[nuoH, b2282, ECK2276]"
"G6228"	"yaiY"	"[yaiY, b0379, ECK0374]"
"EG10455"	"skp"	"[skp, ompH, hlpA, b0178, ECK0177]"
"EG11915"	"nfi"	"[nfi, yjaF, b3998, ECK3990]"
"G6107"	"yafJ"	"[yafJ, b0223, ECK0224]"
"EG11120"	"tfaE"	"[tfaE, ycfA, b1156, ECK1142]"
"EG11468"	"rhtC"	"[rhtC, yigJ, b3823, ECK3817]"
"G6291"	"sfmC"	"[sfmC, b0531, ECK0524]"
"EG11336"	"endA"	"[endA, b2945, ECK2940]"
"EG10707"	"pheA"	"[pheA, b2599, ECK2596]"
"G0-10654"	"ykgR"	"[ykgR, b4671, ECK4486]"
"EG11805"	"hybG"	"[hybG, b2990, ECK2984]"
"EG11073"	"xthA"	"[xthA, xth, b1749, ECK1747]"
"G0-10589"	"ymgI"	"[ymgI, b4593, ECK4403]"
"G7380"	"yfjZ"	"[yfjZ, b2645, ECK2642]"
"EG10999"	"thrB"	"[thrB, b0003, ECK0003]"
"EG10741"	"pmbA"	"[pmbA, mcb, tldE, b4235, ECK4230]"
"EG10830"	"recJ"	"[recJ, b2892, ECK2887]"
"EG11039"	"tyrA"	"[tyrA, b2600, ECK2597]"
"EG12707"	"ygbE"	"[ygbE, b2749, ECK2744]"
"EG10284"	"fdhE"	"[fdhE, b3891, ECK3884]"
"EG10565"	"malZ"	"[malZ, b0403, ECK0397]"
"EG10109"	"betA"	"[betA, b0311, ECK0309]"
"EG12295"	"yibN"	"[yibN, b3611, ECK3601]"
"G7363"	"abpA"	"[abpA, yfjL, b2628, ECK2624]"
"EG12732"	"sstT"	"[sstT, ygjU, b3089, ECK3080]"
"G7207"	"yfcS"	"[yfcS, b2336, ECK2330]"
"EG10110"	"betB"	"[betB, b0312, ECK0310]"
"EG11096"	"yajC"	"[yajC, b0407, ECK0401]"
"EG12120"	"rssA"	"[rssA, ychK, b1234, ECK1229]"
"G6154"	"paoD"	"[paoD, yagQ, b0283, ECK0282]"
"EG12198"	"chbG"	"[chbG, celG, ydjC, b1733, ECK1731]"
"EG10112"	"betT"	"[betT, b0314, ECK0312]"
"EG11833"	"yihG"	"[yihG, b3862, ECK3854]"
"G7230"	"yfdR"	"[yfdR, b2361, ECK2355]"
"EG11000"	"thrC"	"[thrC, b0004, ECK0004]"
"EG12059"	"ccmA"	"[ccmA, yejW, b2201, ECK2193]"
"G6303"	"ybcN"	"[ybcN, b0547, ECK0538]"
"EG10938"	"secD"	"[secD, b0408, ECK0402]"
"EG11581"	"hcxB"	"[hcxB, ybiC, b0801, ECK0790]"
"EG11663"	"slyD"	"[slyD, b3349, ECK3336]"
"EG11316"	"malS"	"[malS, b3571, ECK3560]"
"EG11061"	"uvrA"	"[uvrA, dar, dinE, b4058, ECK4050]"
"EG11290"	"yeiB"	"[yeiB, b2152, ECK2145]"
"G6827"	"rrrQ"	"[rrrQ, ydfQ, b1554, ECK1548]"
"EG10991"	"tdcC"	"[tdcC, b3116, ECK3105]"
"EG10645"	"narW"	"[narW, chlZ, b1466, ECK1460]"
"EG10736"	"phr"	"[phr, phrB, b0708, ECK0697]"
"EG10766"	"secY"	"[secY, prlA, b3300, ECK3287]"
"EG11059"	"usg"	"[usg, usg-1, b2319, ECK2313]"
"EG10241"	"dnaK"	"[dnaK, groPF, groPC, seg, grpF, grpC, groPAB, b0014, ECK0014]"
"EG10560"	"malP"	"[malP, malA, blu, b3417, ECK3404]"
"EG11808"	"yebG"	"[yebG, b1848, ECK1849]"
"G7580"	"yqiB"	"[yqiB, yzzH, b3033, ECK3024]"
"G6692"	"lomR_1"	"[lomR_1, b1369, ECK1366]"
"EG10729"	"phoE"	"[phoE, ompE, b0241, ECK0242]"
"G6787"	"ydeM"	"[ydeM, b1497, ECK1491]"
"EG10625"	"mutS"	"[mutS, ant, plm, fdv, b2733, ECK2728]"
"EG12095"	"secG"	"[secG, prlH, b3175, ECK3164]"
"G7489"	"ygeW"	"[ygeW, b2870, ECK2866]"
"EG12397"	"ycbF"	"[ycbF, b0944, ECK0935]"
"EG12258"	"bcsZ"	"[bcsZ, bcsC, yhjM, b3531, ECK3516]"
"G7117"	"yegP"	"[yegP, b2080, ECK2076]"
"G7440"	"ygcW"	"[ygcW, b2774, ECK2768]"
"G6597"	"ymfQ"	"[ymfQ, b1153, ECK1139]"
"G7814"	"ompL"	"[ompL, yshA, b3875, ECK3868]"
"EG12055"	"ccmE"	"[ccmE, yejS, b2197, ECK2189]"
"EG10533"	"lexA"	"[lexA, exrA, spr, tsl, umuA, b4043, ECK4035]"
"EG10939"	"secE"	"[secE, mbrC, prlG, b3981, ECK3972]"
"G7269"	"ypeA"	"[ypeA, b2434, ECK2429]"
"EG11433"	"msrA"	"[msrA, pms, pmsR, b4219, ECK4215]"
"EG11387"	"amyA"	"[amyA, yedC, b1927, ECK1926]"
"G6937"	"cho"	"[cho, ydjQ, b1741, ECK1739]"
"G7134"	"yegX"	"[yegX, b2102, ECK2095]"
"G6594"	"ymfR"	"[ymfR, b1150, ECK1136]"
"EG10669"	"ompA"	"[ompA, con, tolG, tut, b0957, ECK0948]"
"EG10599"	"groL"	"[groL, groEL, mopA, b4143, ECK4137]"
"EG11222"	"alkA"	"[alkA, aidA, b2068, ECK2062]"
"EG10936"	"secA"	"[secA, azi, pea, prlD, b0098, ECK0099]"
"G7954"	"yjjY"	"[yjjY, b4402, ECK4394]"
"EG10157"	"clpB"	"[clpB, htpM, b2592, ECK2590]"
"EG10561"	"malQ"	"[malQ, malA, b3416, ECK3403]"
"EG10037"	"alkB"	"[alkB, aidD, b2212, ECK2204]"
"G7019"	"yecN"	"[yecN, b1869, ECK1870]"
"G6314"	"ybcW"	"[ybcW, b0559, ECK0551]"
"G6657"	"ompG"	"[ompG, b1319, ECK1315]"
"G7865"	"fklB"	"[fklB, ytfC, b4207, ECK4203]"
"G6306"	"rusA"	"[rusA, ybcP, rus, b0550, ECK0541]"
"EG10940"	"secF"	"[secF, b0409, ECK0403]"
"G7804"	"ysgA"	"[ysgA, b3830, ECK3824]"
"G6481"	"elfD"	"[elfD, ycbR, b0939, ECK0930]"
"G6647"	"ycjM"	"[ycjM, ggaP, b1309, ECK1304]"
"EG11068"	"vsr"	"[vsr, b1960, ECK1958]"
"G6931"	"yniB"	"[yniB, b1726, ECK1724]"
"G6295"	"ybcC"	"[ybcC, b0539, ECK0531]"
"EG10302"	"fhuA"	"[fhuA, T1, T5rec, tonA, b0150, ECK0149]"
"EG12311"	"iscX"	"[iscX, yfhJ, b2524, ECK2521]"
"EG12717"	"mug"	"[mug, ygjF, b3068, ECK3058]"
"EG10937"	"secB"	"[secB, b3609, ECK3599]"
"G6772"	"yddK"	"[yddK, b1471, ECK1465]"
"EG11989"	"yehC"	"[yehC, b2110, ECK2103]"
"EG11862"	"frvX"	"[frvX, yiiI, b3898, ECK3891]"
"EG11062"	"uvrB"	"[uvrB, dar-1, dar-6, b0779, ECK0768]"
"G6703"	"ydbH"	"[ydbH, b1381, ECK1378]"
"G6131"	"insI-1"	"[insI-1, tra8-1, b0256, ECK0258]"
"G6370"	"chiP"	"[chiP, ybfM, b0681, ECK0669]"
"EG11197"	"yidC"	"[yidC, b3705, ECK3698]"
"EG11871"	"gph"	"[gph, yhfE, b3385, ECK3372]"
"EG11026"	"trpC"	"[trpC, trpF, trpCF, b1262, ECK1256]"
"G6607"	"ymgC"	"[ymgC, b1167, ECK1154]"
"EG10484"	"hypB"	"[hypB, hydB, b2727, ECK2722]"
"EG12033"	"psuG"	"[psuG, yeiN, pscG, b2165, ECK2158]"
"EG10627"	"mutY"	"[mutY, micA, b2961, ECK2956]"
"G6446"	"ybjM"	"[ybjM, b0848, ECK0839]"
"G0-10435"	"ylcG"	"[ylcG, b4509, ECK0542]"
"EG10280"	"fadL"	"[fadL, ttr, b2344, ECK2338]"
"EG10090"	"aslB"	"[aslB, gppB, atsB, b3800, ECK3793]"
"G7425"	"cas1"	"[cas1, ygbT, b2755, ECK2750]"
"EG11274"	"trpL"	"[trpL, trpEE, b1265, ECK1259]"
"G6214"	"yaiX_1"	"[yaiX_1, yaiF, b0362, ECK0359]"
"G7744"	"hslO"	"[hslO, yrfI, b3401, ECK3388]"
"EG11237"	"chiA"	"[chiA, yheB, b3338, ECK3325]"
"EG11491"	"dinF"	"[dinF, b4044, ECK4036]"
"G6101"	"yafT"	"[yafT, b0217, ECK0217]"
"EG11899"	"recT"	"[recT, b1349, ECK1346]"
"EG11124"	"ompW"	"[ompW, yciD, b1256, ECK1250]"
"G6356"	"djlC"	"[djlC, hscD, ybeV, hsc56, b0649, ECK0642]"
"EG10534"	"ligA"	"[ligA, dnaL, lig, lop, pdeC, b2411, ECK2406]"
"EG11027"	"trpD"	"[trpD, trpGD, b1263, ECK1257]"
"G0-10646"	"ynbG"	"[ynbG, b4674, ECK4489]"
"EG12194"	"cbpM"	"[cbpM, yccD, b0999, ECK0990]"
"G6992"	"yoaA"	"[yoaA, b1808, ECK1806]"
"G0-10585"	"ylcI"	"[ylcI, b4589, ECK4399]"
"G7377"	"yfjW"	"[yfjW, b2642, ECK2638]"
"EG11008"	"tolB"	"[tolB, lky, lkyA, tol-3, b0740, ECK0729]"
"EG11950"	"nrfG"	"[nrfG, yjcN, aidC, b4076, ECK4069]"
"EG11281"	"mutL"	"[mutL, b4170, ECK4166]"
"EG11024"	"trpA"	"[trpA, try, tryp, b1260, ECK1254]"
"EG12689"	"yceK"	"[yceK, b1050, ECK1036]"
"EG11003"	"tig"	"[tig, b0436, ECK0430]"
"G6383"	"nei"	"[nei, b0714, ECK0703]"
"EG12271"	"yiaD"	"[yiaD, b3552, ECK3539]"
"G7360"	"yfjI"	"[yfjI, b2625, ECK2621]"
"EG10670"	"ompC"	"[ompC, meoA, par, b2215, ECK2207]"
"EG10461"	"htpG"	"[htpG, b0473, ECK0467]"
"EG11098"	"xseB"	"[xseB, yajE, b0422, ECK0416]"
"EG10080"	"aroH"	"[aroH, b1704, ECK1702]"
"EG12036"	"yeiQ"	"[yeiQ, b2172, ECK2166]"
"EG10520"	"waaA"	"[waaA, kdtA, b3633, ECK3623]"
"EG10827"	"recE"	"[recE, rmuB, rac, sbcA, b1350, ECK1347]"
"EG11786"	"yfiF"	"[yfiF, b2581, ECK2579]"
"G7081"	"yeeR"	"[yeeR, b2001, ECK1994]"
"G6700"	"ompN"	"[ompN, ynaG, b1377, ECK1372]"
"EG11409"	"lpxK"	"[lpxK, ycaH, b0915, ECK0906]"
"G6251"	"atl"	"[atl, ybaZ, b0454, ECK0448]"
